	element	sub_ids	regions	elm_type	stroke	freq2	count2	dep2
1968	纍	⿱畾糸	GHTJKP		21	4259.6	5	('纍', '儽', '欙', '癳', '纝', '纝', '虆', '㶟', '𡤯', '𡿔', '𡿜', '𢺢', '𤜖', '𤫤', '𤴈', '𥍔', '𥗼', '𥸕', '𧮢', '𰯬')
1969	夒	⿱一⿳⿲止自巳八夊	X		19	5303.9	5	('夒', '夔', '巎', '獿', '虁', '虁', '虁', '㹛', '𠑍', '𡖂', '𢅼', '𢥝', '𢺕', '𤫕', '𪺈', '巙', '犪', '躨', '𢆃', '𥜶')
1970	夒	⿱⿸⿹頁止㔾夊	K		19	5303.9	5	('夒', '夔', '巎', '獿', '虁', '虁', '虁', '㹛', '𠑍', '𡖂', '𢅼', '𢥝', '𢺕', '𤫕', '𪺈', '巙', '犪', '躨', '𢆃', '𥜶')
1971	坒	⿱比土	GHTJK		7	64125.2	5	('坒', '悂', '梐', '狴', '蜌', '陛', '㙄', '䏶', '䏶', '䯗', '𠈺', '𤙞', '𥆯', '𦀘', '𧧺', '𨉉', '𩊰', '𭠷', '𭦅', '𮛚')
1972	𬎿	⿱丷田	G		7	65461.1	5	('𬎿', '兽', '曽', '𩅊', '𪞌', '𪺡', '𪺡', '𭄫', '𮫭', '𮫲', '𰗀', '僧', '増', '層', '憎', '贈', '𫣸', '𡃆', '𡒸', '𡾓')
1973	否	⿱不口	GHTJKPV		7	78216.8	5	('否', '俖', '嚭', '娝', '桮', '痞', '脴', '脴', '踎', '㕻', '㤳', '㧵', '㳪', '䓏', '䫊', '䫠', '𠥀', '𠥧', '𠳝', '𠵠')
1974	戒	⿹戈廾	GHTJKPV		7	82325.6	5	('戒', '悈', '械', '祴', '祴', '裓', '誡', '诫', '駴', '㑘', '㖑', '㳦', '𡯰', '𢂵', '𢧧', '𢬿', '𤈪', '𤞫', '𧇑', '𪁫')
1975	严	⿱亚丿	G		7	96192.8	5	('严', '俨', '酽', '䴡', '𠏊', '𤞤', '𪨷', '𫥍', '𫪂', '𫭲', '𫿞', '𬇬', '𭴪', '𰎠', '𰖈', '𰦾', '𰵨', '𱙔', '𲍓', '𠐚')
1976	𤕰	⿰爿片	GT		8	22579.2	5	('𤕰', '鼎', '𣇓', '𩆹', '𩇂', '𫤵', '𬌋', '𬛿', '檙', '濎', '薡', '鐤', '鼏', '鼐', '鼑', '鼒', '䨶', '䵺', '䵻', '䵼')
1977	函	⿶凵⿻丂{11}	JK		8	9310.1	5	('函', '崡', '涵', '菡', '蜬', '顄', '㖤', '㮀', '䈄', '䘶', '䤴', '䨡', '𠗙', '𢃗', '𢔈', '𣣖', '𣼇', '𥓞', '𦜆', '𦜆')
1978	函	⿶凵⿻了{11}	HTV		8	9310.1	5	('函', '崡', '涵', '菡', '蜬', '顄', '㖤', '㮀', '䈄', '䘶', '䤴', '䨡', '𠗙', '𢃗', '𢔈', '𣣖', '𣼇', '𥓞', '𦜆', '𦜆')
1979	函	⿶凵⿱乛氺	GP[B]		8	9310.1	5	('函', '崡', '涵', '菡', '蜬', '顄', '㖤', '㮀', '䈄', '䘶', '䤴', '䨡', '𠗙', '𢃗', '𢔈', '𣣖', '𣼇', '𥓞', '𦜆', '𦜆')
1980	美	⿱𦍌大	GHTJKPV		9	223890.1	5	('美', '媄', '嵄', '渼', '羹', '躾', '鎂', '镁', '䓺', '𠁍', '𠝫', '𠸍', '𡎤', '𡮔', '𢱒', '𣈸', '𣖙', '𣝢', '𣮺', '𤧞')
1981	将	⿰丬寽	TJKP		9	257617.7	5	('将', '奨', '蒋', '螀', '醤', '锵', '鳉', '𡺃', '𨪙', '𫦋', '𫽣', '𬌒', '𬧀', '𭵲', '𮔬', '𰊈', '𮣗')
1982	将	⿰丬𪧷	G		9	257617.7	5	('将', '奨', '蒋', '螀', '醤', '锵', '鳉', '𡺃', '𨪙', '𫦋', '𫽣', '𬌒', '𬧀', '𭵲', '𮔬', '𰊈', '𮣗')
1983	封	⿰圭寸	GHTJKPV		9	479648.8	5	('封', '堼', '崶', '幇', '幫', '湗', '犎', '篈', '葑', '鞤', '㜂', '㨍', '䋽', '䋽', '𠪆', '𡎈', '𥀂', '𦂌', '𧛜', '𨩥')
1984	剌	⿰束刂	GHTJKP		9	130095.1	5	('剌', '喇', '揦', '揧', '楋', '溂', '瘌', '蝲', '鬎', '鯻', '㻝', '䏀', '䓶', '䱫', '𡇿', '𡞸', '𢃴', '𢉨', '𢔯', '𤀦')
1985	盈	⿱夃皿	GHTJKPV		9	45240.0	5	('盈', '戤', '楹', '溋', '萾', '㨕', '䋼', '䋼', '𡎠', '𡟚', '𡺡', '𡺦', '𤔷', '𤔷', '𤟣', '𥈱', '𥯰', '𦝚', '𦝚', '𧀟')
1986	背	⿱北⺼	T		9	73973.9	5	('背', '偝', '揹', '禙', '褙', '鄁', '㔨', '䋳', '䋳', '𤊷', '𦡟', '𨩈', '𩭿', '𩳿', '𪣵', '𫱉', '𬑜', '𬙷', '𬛉', '𬛏')
1987	背	⿱北⺝	GHJKPV		9	73973.9	5	('背', '偝', '揹', '禙', '褙', '鄁', '㔨', '䋳', '䋳', '𤊷', '𦡟', '𨩈', '𩭿', '𩳿', '𪣵', '𫱉', '𬑜', '𬙷', '𬛉', '𬛏')
1988	卸	⿰𦈢卩	GHTJKPV		9	76344.09999999999	5	('卸', '啣', '御', '𦖐', '𧌋', '𨓴', '𨨶', '𪩆', '禦', '篽', '蓹', '䥏', '𣊗', '𬄧', '𭊷', '籞', '蘌', '𨯣')
1989	肥	⿰⺼巴	HT		8	34621.1	5	('肥', '俷', '淝', '萉', '蘎', '蜰', '䈈', '𡝞', '𡺮', '𢩒', '𢩒', '𣋍', '𤷂', '𧁳', '𧌳', '𧓖', '𫉳', '𭈙', '𭵀', '𭵁')
1990	肥	⿰月巴	GJKPV		8	34621.1	5	('肥', '俷', '淝', '萉', '蘎', '蜰', '䈈', '𡝞', '𡺮', '𢩒', '𢩒', '𣋍', '𤷂', '𧁳', '𧌳', '𧓖', '𫉳', '𭈙', '𭵀', '𭵁')
1991	耶	⿰耳阝	GHTJKP		8	47996.4	5	('耶', '倻', '揶', '椰', '爺', '瑘', '鄊', '鎁', '鿢', '鿣', '鿤', '㖿', '𠁌', '𢝞', '𥯘', '𦂫', '𦳃', '𦻚', '𩸾', '𪶘')
1992	咨	⿱次口	GHTJKPV		9	4671.7	5	('咨', '楶', '諮', '谘', '趦', '㮞', '䠖', '𡃭', '𡄻', '𡕆', '𡟔', '𢱆', '𣯃', '𤦿', '𥚭', '𥻓', '𨍢', '𨩲', '𩜴', '𫙩')
1993	眇	⿰目少	GHTJKPV		9	10774.199999999999	5	('眇', '渺', '篎', '緲', '緲', '缈', '𠋝', '𥻠', '𦳥', '𪃐', '𪃦', '𪃧', '𫛹', '𫬣', '𬸙', '𭒈')
1994	単	⿱𭕄⿻甲一	GTJ		9	18655.6	5	('単', '弾', '惮', '戦', '禅', '箪', '蝉', '褝', '騨', '𠼺')
1995	屵	⿱山厂	GTJ		5	4460.8	5	('屵', '嵟', '嶏', '炭', '𡛢', '𡶂', '𡷜', '𡹼', '𡺮', '𡽐', '𡽧', '𡾷', '𡿛', '𩨮', '𫶟', '湠', '碳', '羰', '㛶', '㨏')
1996	艾	⿱艹乂	GHTJKPV		5	37906.2	5	('艾', '哎', '砹', '銰', '餀', '餀', '鴱', '㘷', '𢈒', '𤈝', '𤵽', '𥐋', '𧰿', '𨿆', '𪻚', '𬹯', '𮇗', '𮩜', '𱉪', '𱣏')
1997	時	⿰日寺	GHTJKPV		10	1711028.4000000001	5	('時', '塒', '嵵', '榯', '溡', '蒔', '鰣', '𠺮', '𡻄', '𤨅', '𥱯', '𥻵', '𨃯', '𨫉', '𪕵', '𪕵', '𪮛', '𪰰', '𬌦', '𬰈')
1998	务	⿱夂力	GH		5	137275.9	5	('务', '務', '雾', '𤖍', '𪴟', '𫯊', '𭩨', '𭰄', '𮙽', '𱒝', '𱛚', '𱞒', '𱭷', '奦', '熃', '蓩', '霧', '㜈', '䥐', '䳱')
1999	难	⿰又隹	GTV		10	184367.0	5	('难', '傩', '摊', '滩', '瘫', '𣗙', '𦟗', '𪹠', '𫱞', '𫺷', '𬊾', '𭉼', '𰖠', '𰯋', '𰵄', '𱍾', '𱮘')
2000	卡	⿱上卜	GHTJK		5	61958.600000000006	5	('卡', '佧', '咔', '拤', '胩', '胩', '鉲', '𠖺', '𡛨', '𡶛', '𣳓', '𤋈', '𤙐', '𦭌', '𪁯', '𫧱', '𫧲', '𫧳', '𫧵', '𫧶')
2001	乘	⿻禾北	GHTJKPV		10	89113.6	5	('乘', '剩', '塖', '嵊', '溗', '騬', '𢟊', '𢾽', '𤳁', '𦟇', '𦶝', '𧪝', '𨍱', '𨝄', '𪳕', '𬟯', '𬨾', '𬼒', '𭡽', '\U0002ed84')
2002	斦	⿰斤斤	GTJKP		8	92297.8	5	('斦', '啠', '質', '𣃊', '𣃒', '𩙗', '𬻱', '𭋖', '儨', '劕', '懫', '櫍', '瓆', '礩', '躓', '鑕', '㜱', '㩫', '䑇', '䑇')
2003	波	⿰氵皮	GHTJKPV		8	97000.90000000001	5	('波', '啵', '婆', '碆', '箥', '菠', '錃', '㨇', '𠴸', '𢯠', '𢳲', '𥇲', '𨨏', '𩜤', '𩜥', '𩸓', '𪣭', '𬠚', '𬭛', '𬾢')
2004	英	⿱艹央	GHTJKPV		8	103289.4	5	('英', '偀', '媖', '愥', '暎', '朠', '楧', '渶', '煐', '瑛', '碤', '緓', '绬', '蝧', '鍈', '锳', '霙', '韺', '鶧', '鿦')
2005	忽	⿱勿心	GHTJKPV		8	104070.6	5	('忽', '唿', '惚', '淴', '鍃', '锪', '㧾', '㺀', '䓤', '䨚', '䬍', '𡝲', '𡱽', '𢽨', '𣇤', '𤙹', '𤦏', '𥇰', '𦁕', '𦖟')
2006	宰	⿱宀辛	GHTJKPV		10	46376.200000000004	5	('宰', '榟', '滓', '縡', '縡', '㱰', '䏁', '䔂', '䮨', '𠹼', '𡪔', '𢟓', '𢲟', '𣪮', '𤌊', '𥻮', '𦞤', '𦞤', '𧪹', '𨫃')
2007	造	⿺辶吿	H		10	48409.8	5	('造', '慥', '簉', '糙', '䎭', '䒃', '䔏', '䗢', '𠻛', '𡠻', '𡮯', '𢳥', '𧷹', '𨄹', '𨖰', '𪳤', '𬒝', '𬩭', '𭏤', '𭧙')
2008	造	⿺辶告	GTJKPV		10	48409.8	5	('造', '慥', '簉', '糙', '䎭', '䒃', '䔏', '䗢', '𠻛', '𡠻', '𡮯', '𢳥', '𧷹', '𨄹', '𨖰', '𪳤', '𬒝', '𬩭', '𭏤', '𭧙')
2009	晏	⿱日安	GHTJKP		10	60072.8	5	('晏', '暥', '騴', '鷃', '鼹', '鼹', '䁙', '䨃', '䰋', '𠍾', '𠹵', '𡩷', '𢣮', '𢲋', '𣗤', '𣚼', '𣺂', '𧤨', '𧽉', '𨪶')
2010	孫	⿰子⿱㇒糸	V		10	61658.75	5	('孫', '愻', '搎', '槂', '猻', '蓀', '遜', '𠹀', '𡒐', '𢶛', '𣻆', '𥱖', '𦥊', '𧎤', '𧪾', '𨶉', '𫆮', '𫤅', '𫲰', '𬎄')
2011	孫	⿰子系	GHTJKP		10	61658.75	5	('孫', '愻', '搎', '槂', '猻', '蓀', '遜', '𠹀', '𡒐', '𢶛', '𣻆', '𥱖', '𦥊', '𧎤', '𧪾', '𨶉', '𫆮', '𫤅', '𫲰', '𬎄')
2012	丵	⿱业𢆉	GTJP		10	19702.9	5	('丵', '凿', '叢', '𡭊', '𣪲', '𣫞', '𥽿', '𧎲', '𲆇', '𥽦', '𦦹', '𨯳', '欉', '灇', '爜', '䕺', '𡅇', '𢹸', '𦇱', '𦇱')
2013	桀	⿱舛木	GHTJKPV		10	33129.6	5	('桀', '傑', '嵥', '搩', '椉', '榤', '滐', '磔', '謋', '㻧', '䮪', '𠓲', '𠹳', '𡏝', '𡩣', '𢞼', '𣔕', '𣩊', '𤌴', '𥠹')
2014	𧴪	⿱𡭔貝	TP		10	37269.0	5	('𧴪', '嗩', '溑', '瑣', '鎖', '䐝', '䐝', '䞆', '䣔', '䵀', '䵀', '𠝿', '𢱡', '𥔭', '𧎫', '𨻈', '𩌆', '𩪈', '𩹳', '𭫖')
2015	𧴪	⿱⺌貝	GV		10	37269.0	5	('𧴪', '嗩', '溑', '瑣', '鎖', '䐝', '䐝', '䞆', '䣔', '䵀', '䵀', '𠝿', '𢱡', '𥔭', '𧎫', '𨻈', '𩌆', '𩪈', '𩹳', '𭫖')
2016	叹	⿰口又	GT		5	371027.8	5	('叹', '亟', '亟', '凾', '焏', '𠭵', '𠷭', '𠼡', '𡊙', '𡎕', '𡐄', '𢚣', '𢞳', '𤃕', '𥜑', '𫀛', '𭢰', '𰇝', '𱨊', '𱫰')
2017	蚩	⿱㞢虫	GHP		10	6452.35	5	('蚩', '嗤', '媸', '滍', '㺈', '䥀', '䧝', '䩶', '𠋷', '𢱟', '𢾫', '𣣷', '𤚍', '𤠷', '𥉍', '𦞲', '𦞲', '𧏬', '𨖀', '𩝚')
2018	匿	⿷匸若	HT		10	8388.8	5	('匿', '嫟', '慝', '暱', '㥾', '䁥', '䘌', '𠽋', '𡠷', '𢴚', '𣘗', '𤎐', '𦟻', '𧏾', '𩺱', '𪐌', '𪙛', '𬳤', '𭱶', '𭸢')
2019	匿	⿷匚若	GJKPV		10	8388.8	5	('匿', '嫟', '慝', '暱', '㥾', '䁥', '䘌', '𠽋', '𡠷', '𢴚', '𣘗', '𤎐', '𦟻', '𧏾', '𩺱', '𪐌', '𪙛', '𬳤', '𭱶', '𭸢')
2020	玆	⿰玄玄	GHTJKP		10	11080.6	5	('玆', '嗞', '孶', '嵫', '滋', '螆', '鶿', '𬵱')
2021	党	⿱𫩠儿	X		10	17090.25	5	('党', '傥', '谠', '鎲', '镋', '𣗋', '𣺼', '𧫆', '𪤅', '𫽮', '𬊵', '𭉧', '𭧋', '𰃔', '𰄆', '𰑿', '𰟊', '𰥹', '𰳏', '𲄪')
2022	党	⿱龸兄	GHTJKPV		10	17090.25	5	('党', '傥', '谠', '鎲', '镋', '𣗋', '𣺼', '𧫆', '𪤅', '𫽮', '𬊵', '𭉧', '𭧋', '𰃔', '𰄆', '𰑿', '𰟊', '𰥹', '𰳏', '𲄪')
2023	府	⿸广付	GHTJKPV		8	157699.4	5	('府', '俯', '捬', '椨', '焤', '腐', '腑', '腑', '𢉶', '𢊾', '𢜆', '𣩇', '𨁵', '𩸅', '𪪠', '𫎃', '𬽂', '𭦥', '𮅟', '𰨈')
2024	汤	⿰氵𠃓	G		6	67835.9	5	('汤', '烫', '荡', '铴', '𬂱', '𬍡', '\U0002ec20', '𰩹', '𱠤', '𱲒')
2025	宂	⿱宀儿	HTKP		5	900515.7	5	('宂', '抭', '矈', '臱', '邉', '鴧', '䛎', '䢇', '䢇', '𠑺', '𠰽', '𠱇', '𡊫', '𡖢', '𡨍', '𡪮', '𣍥', '𣲽', '𤘺', '𤬽')
2026	宂	⿱宀几	G		5	900515.7	5	('宂', '抭', '矈', '臱', '邉', '鴧', '䛎', '䢇', '䢇', '𠑺', '𠰽', '𠱇', '𡊫', '𡖢', '𡨍', '𡪮', '𣍥', '𣲽', '𤘺', '𤬽')
2027	過	⿺辶咼	GHTJKPV		11	1659692.0	5	('過', '撾', '檛', '濄', '簻', '膼', '膼', '薖', '鐹', '㗻', '䆼', '䆼', '䙤', '𠏀', '𡑟', '𡢤', '𢅗', '𢣄', '𤻌', '𥖤')
2028	圂	⿴囗豕	GHTJKP		10	2538.8	5	('圂', '慁', '溷', '㥵', '㨡', '㮯', '𢒤', '𣠔', '𤹁', '𦞢', '𦞢', '𦵣', '𨍲', '𰈔', '𦡵', '𦡵')
2029	扇	⿸戸⿰习习	J		10	2961.9666666666667	5	('扇', '傓', '搧', '煽', '謆', '騸', '骟', '㮼', '䡪', '䥇', '䦂', '𠞛', '𢄒', '𢲒', '𥔱', '𥛊', '𥡇', '𥰢', '𦑗', '𦶋')
2030	扇	⿸戶羽	TK		10	2961.9666666666667	5	('扇', '傓', '搧', '煽', '謆', '騸', '骟', '㮼', '䡪', '䥇', '䦂', '𠞛', '𢄒', '𢲒', '𥔱', '𥛊', '𥡇', '𥰢', '𦑗', '𦶋')
2031	扇	⿸户羽	GHPV		10	2961.9666666666667	5	('扇', '傓', '搧', '煽', '謆', '騸', '骟', '㮼', '䡪', '䥇', '䦂', '𠞛', '𢄒', '𢲒', '𥔱', '𥛊', '𥡇', '𥰢', '𦑗', '𦶋')
2032	蚩	⿳䶹一虫	TJKV		10	6452.35	5	('蚩', '嗤', '媸', '滍', '㺈', '䥀', '䧝', '䩶', '𠋷', '𢱟', '𢾫', '𣣷', '𤚍', '𤠷', '𥉍', '𦞲', '𦞲', '𧏬', '𨖀', '𩝚')
2033	尽	⿵尺⺀	X		6	58223.049999999996	5	('尽', '侭', '浕', '烬', '荩', '赆', '䝲', '𠛾', '𡋤', '𡥧', '𣍊', '𣭥', '𧋅', '𪨐', '𫥥', '𫩺', '𫵛', '𫵧', '\U0002ec41', '𰗦')
2034	尽	⿱尺⺀	GTJKPV		6	58223.049999999996	5	('尽', '侭', '浕', '烬', '荩', '赆', '䝲', '𠛾', '𡋤', '𡥧', '𣍊', '𣭥', '𧋅', '𪨐', '𫥥', '𫩺', '𫵛', '𫵧', '\U0002ec41', '𰗦')
2035	夜	⿱亠⿰亻⿴夂丶	GHTJKPV		8	222430.2	5	('夜', '掖', '棭', '液', '焲', '腋', '腋', '鵺', '㖡', '㖱', '䘸', '䤳', '𠅗', '𠅱', '𠆓', '𠆕', '𠆙', '𡖵', '𡖺', '𢆣')
2036	罙	⿱㓁木	TP		8	251281.1	5	('罙', '堔', '探', '棎', '深', '琛', '賝', '㤾', '𠟘', '𠫃', '𠶀', '𣮓', '𣮥', '𤀻', '𤉾', '𦜊', '𦜊', '𧨾', '𨨥', '𩤞')
2037	罙	⿱{80}木	G		8	251281.1	5	('罙', '堔', '探', '棎', '深', '琛', '賝', '㤾', '𠟘', '𠫃', '𠶀', '𣮓', '𣮥', '𤀻', '𤉾', '𦜊', '𦜊', '𧨾', '𨨥', '𩤞')
2038	制	⿰⿻牛冂刂	GHTJKPV		8	256561.19999999998	5	('制', '掣', '淛', '猘', '痸', '製', '鯯', '㫼', '䎺', '䱥', '𠶜', '𡍘', '𡝧', '𢛁', '𢮓', '𤙲', '𥇕', '𦜋', '𦜋', '𦜗')
2039	忍	⿱刃心	GHTJKPV		7	292506.4	5	('忍', '梕', '涊', '綛', '綛', '荵', '認', '躵', '㸾', '䏰', '䏰', '𠗋', '𠴍', '𡝖', '𢂻', '𢚴', '𢠗', '𢭝', '𤉃', '𤶝')
2040	堅	⿱臤土	GHTJKPV		11	89666.0	5	('堅', '慳', '摼', '樫', '熞', '鏗', '鰹', '䃘', '䌑', '䌑', '䵛', '𠗻', '𠼤', '𡐖', '𡠩', '𣻹', '𤠿', '𥉸', '𥧬', '𥧬')
2041	商	⿳亠丷冏	GHTJKPV		11	129466.0	5	('商', '墒', '滳', '熵', '蔏', '螪', '謪', '𠼬', '𢠀', '𢳣', '𤹟', '𥊔', '𧛨', '𧜟', '𧷮', '𨝗', '𨫢', '𩝾', '𩱐', '𪄲')
2042	規	⿰夫見	GHTJKPV		11	65804.40000000001	5	('規', '嫢', '摫', '槻', '槼', '瞡', '窺', '窺', '闚', '鬹', '䲅', '𡙭', '𡦑', '𤍮', '𧜴', '𪄯', '𫱟', '𱗪')
2043	𤱪	⿻聿日	UCS2003		11	70713.2	5	('𤱪', '畫', '𠞷', '𥂛', '劃', '嫿', '澅', '繣', '繣', '㗲', '㦎', '㩇', '䐸', '䐸', '𢄶', '𣃂', '𣛛', '𥊮', '𦘣', '𦘧')
2044	𤱪	⿱{82}田	GT		11	70713.2	5	('𤱪', '畫', '𠞷', '𥂛', '劃', '嫿', '澅', '繣', '繣', '㗲', '㦎', '㩇', '䐸', '䐸', '𢄶', '𣃂', '𣛛', '𥊮', '𦘣', '𦘧')
2045	敕	⿰束攵	GHTJKPV		11	75782.3	5	('敕', '嫩', '慗', '整', '潄', '瘷', '遫', '鷘', '䔩', '𠍏', '𠻳', '𡏴', '𡠼', '𢕡', '𢠂', '𢳯', '𣙙', '𤃏', '𦌉', '𧫣')
2046	敏	⿰毎攵	J		11	21514.15	5	('敏', '慜', '瀪', '繁', '鰵', '鳘', '䲄', '𠍁', '𠽊', '𢄯', '𢠨', '𢳺', '𣙕', '𤛎', '𤨨', '𥼖', '𪄴', '𪉾', '𪤓', '𪪉')
2047	敏	⿰每攵	GHTKPV		11	21514.15	5	('敏', '慜', '瀪', '繁', '鰵', '鳘', '䲄', '𠍁', '𠽊', '𢄯', '𢠨', '𢳺', '𣙕', '𤛎', '𤨨', '𥼖', '𪄴', '𪉾', '𪤓', '𪪉')
2048	虘	⿸虍且	GTJKP		11	986.4	5	('虘', '摣', '樝', '皻', '蔖', '覰', '謯', '齇', '齇', '㜘', '㢒', '㪥', '䁦', '䠡', '䣜', '䶥', '𠭯', '𡳆', '𣻐', '𤛏')
2049	畫	⿳{82}田一	X		12	70713.2	5	('畫', '劃', '嫿', '澅', '繣', '繣', '㗲', '㦎', '㩇', '䐸', '䐸', '𢄶', '𣃂', '𣛛', '𥊮', '𦘣', '𦘧', '𨐶', '𨶬', '𩻽')
2050	畫	⿱𤱪一	GHTJKPV		12	70713.2	5	('畫', '劃', '嫿', '澅', '繣', '繣', '㗲', '㦎', '㩇', '䐸', '䐸', '𢄶', '𣃂', '𣛛', '𥊮', '𦘣', '𦘧', '𨐶', '𨶬', '𩻽')
2051	費	⿱弗貝	GHTJKPV		12	76822.2	5	('費', '曊', '鄪', '鐨', '靅', '㩌', '㵒', '䊧', '𠢥', '𠾚', '𣙿', '𤺕', '𦠻', '𦠻', '𧑈', '𧝇', '𩯃', '𪰂', '𫅿', '𱘃')
2052	集	⿱隹木	GHTJKPV		12	94002.0	5	('集', '潗', '磼', '穕', '襍', '鏶', '㗱', '㙫', '㠍', '㠎', '㱷', '䌖', '䌖', '䮶', '𠍱', '𡙸', '𢵸', '𣛜', '𦈜', '𦺴')
2053	𱗐	⿱里𡉀	V		12	19742.399999999998	5	('𱗐', '廛', '𠪨', '𱠳', '瀍', '纏', '纏', '躔', '鄽', '㙻', '𡃚', '𢷹', '𤪮', '𥌬', '𧁶', '𧔊', '𧸳', '𧾡', '𨮻', '𨷠')
2054	鼎	⿶𤕰目	GHTJKPV		12	45158.4	5	('鼎', '檙', '濎', '薡', '鐤', '鼏', '鼐', '鼑', '鼒', '䨶', '䵺', '䵻', '䵼', '𠕪', '𠘋', '𠟭', '𠢼', '𠬔', '𤐣', '𧈂')
2055	舃	⿱臼{1}	GTJKP		12	54223.0	5	('舃', '寫', '澙', '獡', '磶', '𡃂', '𣚔', '𤡯', '𤢧', '𥣟', '瀉', '藛', '䥱', '𣞐', '𥖽', '𥶘', '𧓺', '𧭠', '𧸹', '𧸿')
2056	𰕎	⿰育攵	U		12	58764.2	5	('𰕎', '徹', '撤', '澈', '瞮', '轍', '辙', '㬚', '㯙', '䒆', '𠾀', '𡡠', '𤢉', '𦅄', '𦅄', '𦔞', '𦠣', '𨅊', '𨏣', '𩍒')
2057	𡭕	⿱一小	GTV		4	1405.1000000000001	5	('𡭕', '佘', '歳', '𠕚', '𠷼', '𢉔', '𢝝', '𤯏', '𥢣', '𦝵', '𱵮', '畲', '賒', '赊', '𡝙', '𢚒', '𦯬', '𦾠', '𪞡', '𪠩')
2058	㝉	⿱宀一	G		4	2008.9	5	('㝉', '伫', '纻', '苎', '贮', '㝟', '𣼂', '𥋩', '𥩟', '𪧅', '𪾣', '𫎓', '𫳤', '𬙯', '𬣞', '\U0002ece2', '𰛑', '𰼣')
2059	楚	⿱林疋	GHTJKPV		13	191861.1	5	('楚', '儊', '憷', '檚', '濋', '璴', '礎', '齼', '𠪴', '𠿝', '𡢟', '𤻇', '𨆄', '𨭣', '𨼪', '𪹵', '𬺓', '\U0002ec70', '𰏠', '𰔪')
2060	臯	⿱自⿻⿰二二十	TK		12	474.0	5	('臯', '嘷', '曍', '橰', '獋', '皥', '翺', '鷱', '䝥', '𡠖', '𡼗', '𢡋', '𣽎', '𤩢', '𤺃', '𥢐', '𦟞', '𦺆', '𧞠', '𧢌')
2061	臯	⿱自𠦂	GHP		12	474.0	5	('臯', '嘷', '曍', '橰', '獋', '皥', '翺', '鷱', '䝥', '𡠖', '𡼗', '𢡋', '𣽎', '𤩢', '𤺃', '𥢐', '𦟞', '𦺆', '𧞠', '𧢌')
2062	孱	⿸尸孨	GHTJKPV		12	1034.1	5	('孱', '僝', '樼', '潺', '轏', '驏', '骣', '㻵', '𠘈', '𠟉', '𢢁', '𢵔', '𥢨', '𦠳', '𨬖', '𩻣', '𪩖', '𫔏', '𰺞', '𱔯')
2063	畱	⿱丣田	GTJKPV		12	1505.8	5	('畱', '橊', '澑', '璢', '癅', '羀', '羀', '鐂', '飅', '驑', '㙧', '㩅', '𢊺', '𢔲', '𥛽', '𥢋', '𥨌', '𦠝', '𨖻', '𩅸')
2064	惢	⿱心𢗰	GHTJK		12	3260.6	5	('惢', '橤', '繠', '蕊', '𠕫', '𢣳', '𣛚', '𣾫', '𤡧', '𤺫', '𥳝', '𦠤', '𦠤', '𧁚', '𧴕', '蘂', '㰑', '𡾚', '𧄜', '𦢬')
2065	㝵	⿱旦寸	GTJKV		8	1987415.5999999999	5	('㝵', '得', '棏', '淂', '碍', '鍀', '锝', '㕌', '㥂', '㧹', '䅞', '䎪', '䚟', '𠊚', '𠊛', '𠮊', '𠵨', '𡭂', '𣈗', '𣈜')
2066	岁	⿱山夕	GTK		6	113988.0	5	('岁', '刿', '哕', '秽', '翙', '㑕', '㢷', '𤞃', '𫯥', '𬜨', '𬣪', '𭐼', '𮬝', '𰗆', '𰛦', '𰸊', '𰽷', '𱂤', '𱢁', '𱿡')
2067	孙	⿰子小	G		6	117529.2	5	('孙', '狲', '荪', '逊', '𢙏', '𰓧')
2068	邦	⿰⿻㇒𰀁阝	P		6	433516.05000000005	5	('邦', '垹', '帮', '幚', '挷', '梆', '綁', '綁', '绑', '䦁', '𠳐', '𢀥', '𣵮', '𥒷', '𥮇', '𦜅', '𨧜', '𪥶', '𫑢', '𫷪')
2069	邦	⿰丰阝	GHTJKV		6	433516.05000000005	5	('邦', '垹', '帮', '幚', '挷', '梆', '綁', '綁', '绑', '䦁', '𠳐', '𢀥', '𣵮', '𥒷', '𥮇', '𦜅', '𨧜', '𪥶', '𫑢', '𫷪')
2070	𪧷	⿱夕寸	T		6	515235.4	5	('𪧷', '将', '𭔬', '奨', '蒋', '螀', '醤', '锵', '鳉', '𡺃', '𨪙', '𫦋', '𫽣', '𬌒', '𬧀', '𭵲', '𮔬', '𰊈', '𮣗')
2071	献	⿰南犬	GHTJKPV		13	39280.1	5	('献', '擜', '谳', '𤩽', '𨆕', '𨭹', '𪩘', '𫜰', '𬄬', '𮘾', '\U0002ecd6', '𰈯', '𰎹', '𰺠', '𰾾')
2072	感	⿵咸心	HT		13	112876.3	5	('感', '憾', '撼', '澸', '轗', '鱤', '鳡', '㙳', '䃭', '䉞', '䜗', '䫲', '𠿑', '𡢳', '𣛴', '𣤮', '𤐉', '𤛸', '𤜁', '𥽇')
2073	感	⿱咸心	GJKPV		13	112876.3	5	('感', '憾', '撼', '澸', '轗', '鱤', '鳡', '㙳', '䃭', '䉞', '䜗', '䫲', '𠿑', '𡢳', '𣛴', '𣤮', '𤐉', '𤛸', '𤜁', '𥽇')
