	element	sub_ids	regions	elm_type	stroke	freq2	count2	dep2
2074	禁	⿱林示	GHTJKPV		13	127777.4	5	('禁', '僸', '凚', '噤', '澿', '襟', '齽', '㦗', '㩒', '㯲', '㱈', '䌝', '䌝', '䫴', '𠢱', '𠢵', '𡑲', '𡢾', '𢋎', '𣋜')
2075	聚	⿱取𫡑	HT		14	53835.8	5	('聚', '藂', '鄹', '驟', '骤', '㔌', '㵵', '䝒', '䠫', '𠏭', '𡒍', '𡣞', '𡽨', '𢷗', '𣀒', '𥣙', '𥵫', '𦆜', '𧓏', '𧭍')
2076	聚	⿱取乑	GJKPV		14	53835.8	5	('聚', '藂', '鄹', '驟', '骤', '㔌', '㵵', '䝒', '䠫', '𠏭', '𡒍', '𡣞', '𡽨', '𢷗', '𣀒', '𥣙', '𥵫', '𦆜', '𧓏', '𧭍')
2077	互	⿱一彑	GHTJKPV		4	37334.4	5	('互', '仾', '冱', '坘', '枑', '沍', '魱', '䇘', '䊺', '䊺', '𠀕', '𠈝', '𠯞', '𡗨', '𢎸', '𢗝', '𢪔', '𣅥', '𤜷', '𥘡')
2078	察	⿱宀祭	GHTJKPV		14	145770.6	5	('察', '嚓', '擦', '檫', '聺', '鑔', '镲', '䃰', '䕓', '𢣼', '𥌀', '𥽕', '𧞍', '𧭂', '𨆾', '𩉐', '𩟔', '𩴳', '𪹾', '𫟗')
2079	𢗰	⿰心心	GV		7	3260.6	5	('𢗰', '惢', '𢣫', '𥨭', '𥨭', '𫈝', '橤', '繠', '蕊', '𠕫', '𢣳', '𣛚', '𣾫', '𤡧', '𤺫', '𥳝', '𦠤', '𦠤', '𧁚', '𧴕')
2080	壳	⿱士冗	X		7	13958.65	5	('壳', '悫', '殻', '殼', '読', '𠳗', '𡋼', '𡔿', '𢭜', '𣒆', '𣓘', '𨧣', '𩩬', '𫖡', '𭱅', '𰋊', '𰋍', '𱫈', '慤', '𣝝')
2081	壳	⿱⿳士冖一几	TJKP		7	13958.65	5	('壳', '悫', '殻', '殼', '読', '𠳗', '𡋼', '𡔿', '𢭜', '𣒆', '𣓘', '𨧣', '𩩬', '𫖡', '𭱅', '𰋊', '𰋍', '𱫈', '慤', '𣝝')
2082	壳	⿱⿱士冖几	GH		7	13958.65	5	('壳', '悫', '殻', '殼', '読', '𠳗', '𡋼', '𡔿', '𢭜', '𣒆', '𣓘', '𨧣', '𩩬', '𫖡', '𭱅', '𰋊', '𰋍', '𱫈', '慤', '𣝝')
2083	數	⿰婁攵	GHTJKPV		15	211936.30000000002	5	('數', '擻', '櫢', '籔', '藪', '𠐍', '𡂡', '𡾄', '𣀟', '𤻺', '𥖻', '𦇆', '𨯃', '𩖅', '𩪵', '𩽋', '𭒫', '𭯫', '𮕍', '𱩵')
2084	臱	⿳自宂方	TJ		15	300157.95	5	('臱', '櫋', '矏', '邊', '㝰', '䟍', '䡻', '䫵', '䰓', '𠐈', '𠥣', '𠥫', '𡒳', '𢣔', '𤁻', '𥣰', '𥵨', '𦍇', '𧭮', '𨲾')
2085	臱	⿳自穴方	G		15	300157.95	5	('臱', '櫋', '矏', '邊', '㝰', '䟍', '䡻', '䫵', '䰓', '𠐈', '𠥣', '𠥫', '𡒳', '𢣔', '𤁻', '𥣰', '𥵨', '𦍇', '𧭮', '𨲾')
2086	諸	⿰訁者	GHTJKPV		15	388167.19999999995	5	('諸', '儲', '櫧', '藷', '蠩', '㶆', '䃴', '䊰', '𠤌', '𢥃', '𣌆', '𣠖', '𫧬', '𮉘', '𮉘', '𱕣', '𧄔')
2087	夐	⿱⿱⺈𦉪𡕥	P		14	5990.633333333333	5	('夐', '瓊', '矎', '藑', '觼', '讂', '𢷳', '𧓬', '𧾣', '𩧊', '𪤩', '𪱏', '𭶛', '𮥮', '𰶍', '𰽒', '𤓇')
2088	夐	⿱{3}𡕥	GTJK		14	5990.633333333333	5	('夐', '瓊', '矎', '藑', '觼', '讂', '𢷳', '𧓬', '𧾣', '𩧊', '𪤩', '𪱏', '𭶛', '𮥮', '𰶍', '𰽒', '𤓇')
2089	𮅕	⿱𥫗𰥍	J		14	18057.75	5	('𮅕', '篡', '篹', '篹', '簒', '纂', '䉵', '䵵', '𥣚', '𥲻', '𥴌', '𥴠', '𥴠', '𢸥', '𤂳', '𤒪', '𥶊', '𥶊', '𤒪', '攥')
2090	廛	⿸广⿳里儿土	HTJKP		15	39484.799999999996	5	('廛', '瀍', '纏', '纏', '躔', '鄽', '㙻', '𡃚', '𢷹', '𤪮', '𥌬', '𧁶', '𧔊', '𧸳', '𧾡', '𨮻', '𨷠', '𩼼', '𪇮')
2091	廛	⿸广𱗐	GV		15	39484.799999999996	5	('廛', '瀍', '纏', '纏', '躔', '鄽', '㙻', '𡃚', '𢷹', '𤪮', '𥌬', '𧁶', '𧔊', '𧸳', '𧾡', '𨮻', '𨷠', '𩼼', '𪇮')
2092	升	⿱㇒廾	GHTJKPV		4	128704.2	5	('升', '呏', '抍', '昇', '枡', '竔', '阩', '陹', '㐼', '䛂', '𠦑', '𠦲', '𠦿', '𠧌', '𠧍', '𡆼', '𡉧', '𡉼', '𡎂', '𡛈')
2093	兮	⿱八丂	GHTJKPV		4	135522.6	5	('兮', '枍', '盻', '肹', '肹', '㿽', '䒊', '䚷', '𠀒', '𠂞', '𠆵', '𠣤', '𠣬', '𠯋', '𡆽', '𡕵', '𡷬', '𢇱', '𢕊', '𢗴')
2094	墨	⿱黒土	J		15	58414.5	5	('墨', '嚜', '濹', '爅', '癦', '纆', '纆', '纒', '㕓', '䁼', '䘃', '𡓪', '𡣫', '𡳫', '𢋨', '𢌅', '𣞪', '𤪯', '𥽞', '𦢓')
2095	墨	⿱黑土	GHTKPV		15	58414.5	5	('墨', '嚜', '濹', '爅', '癦', '纆', '纆', '纒', '㕓', '䁼', '䘃', '𡓪', '𡣫', '𡳫', '𢋨', '𢌅', '𣞪', '𤪯', '𥽞', '𦢓')
2096	質	⿱斦貝	GHTJKPV		15	92242.0	5	('質', '儨', '劕', '懫', '櫍', '瓆', '礩', '躓', '鑕', '㜱', '㩫', '䑇', '䑇', '䜠', '𠘖', '𡂒', '𡒻', '𡦫', '𤁩', '𤢽')
2097	隱	⿰阝㥯	GHTJKPV		16	54972.4	5	('隱', '櫽', '癮', '蘟', '讔', '㦩', '㶏', '䨸', '𡾯', '𧮐', '𨏱')
2098	親	⿰亲見	GHTJKPV		16	165584.9	5	('親', '儭', '嚫', '寴', '櫬', '瀙', '藽', '襯', '䞋', '𡤅', '𥗒', '𥨾', '𧭼', '𨯦', '𫥝', '𭣋', '𮍊', '𮜪', '𮜽', '𮥰')
2099	薛	⿱艹⿰𠂤辛	GHTJKP		16	38224.0	5	('薛', '孽', '糵', '蘖', '躠', '㔑', '㜸', '𠣅', '𡤏', '𡾲', '𧕏', '𨇨', '𪈙', '𪈟', '𪎃', '𪺶', '𫊎', '𭣍', '𭶧', '𮮂')
2100	夒	⿳⿸⿹𦣻止巳儿夊	J		19	5303.9	5	('夒', '夔', '巎', '獿', '虁', '虁', '虁', '㹛', '𠑍', '𡖂', '𢅼', '𢥝', '𢺕', '𤫕', '𪺈', '巙', '犪', '躨', '𢆃', '𥜶')
2101	夒	⿳⿸⿹𦣻止巳八夊	GHT		19	5303.9	5	('夒', '夔', '巎', '獿', '虁', '虁', '虁', '㹛', '𠑍', '𡖂', '𢅼', '𢥝', '𢺕', '𤫕', '𪺈', '巙', '犪', '躨', '𢆃', '𥜶')
2102	以	⿽人⿰𠄌丶	GHTJKPV		4	2210919.0	5	('以', '似', '姒', '拟', '泤', '笖', '苡', '鉯', '㕽', '䎣', '䬮', '𠀳', '𢜁', '𤤳', '𥙩', '𫠪', '𬿠', '𭂄', '𭔈', '𭙪')
2103	狂	⿰犭王	GHTJKPV		7	40238.299999999996	5	('狂', '俇', '誑', '诳', '逛', '鵟', '㤮', '㾠', '𢓯', '𢚯', '𣴥', '𧋵', '𧻺', '𨁨', '𨌃', '𨿗', '𩷗', '𩷬', '𫈃', '𫛭')
2104	㦮	⿻戋一	TJK		7	53725.1	5	('㦮', '桟', '残', '浅', '盏', '賎', '践', '銭', '䇳', '䬻', '𠈙', '𥁫', '𥒎', '𬢣', '𣸶', '𰤽', '𱣴', '𱸐', '𥂆', '𭈟')
2105	{46}	{46}	.	unencoded	5	250158.15000000002	5	('{46}', '竜', '蝇', '電', '龟', '䋲', '𠄲', '𠉒', '𠊋', '𠞒', '𡀋', '𡁥', '𡢧', '𡯸', '𤦄', '𤳍', '𥋁', '𦊣', '𦋙', '𦹕')
2106	戢	⿻咠{97}	GK		12	1343.65	4	('戢', '嶯', '擑', '檝', '濈', '艥', '蕺', '霵', '𠿠', '𤖞', '𥊬', '𥖙', '𦠾', '𦠾', '𧥄', '𨎵', '𩦤', '𫍎', '𫙺', '𮉋')
2107	{79}	{79}	.	unencoded	7	20007.5	4	('{79}', '壺', '壺', '壼', '𠁁', '𡔲', '𡔳', '𡔾', '𡔾', '𡸭', '𣄟', '𣝄', '㯛', '𡕏', '𤬗', '𥃕', '𦺟', '𩞵', '𫯉', '𬀘')
2108	竄	⿱⿱宀儿鼠	HTJKP		18	3168.5	4	('竄', '攛', '躥', '鑹', '𥎣', '𬉬', '𮪠')
2109	竄	⿱穴鼠	G		18	3168.5	4	('竄', '攛', '躥', '鑹', '𥎣', '𬉬', '𮪠')
2110	覽	⿱𰯲見	GHTJKPV		21	65011.0	4	('覽', '囕', '攬', '欖', '灠', '爦', '纜', '纜', '𡔑', '𡤱', '𤣟', '𥍖', '𥗽', '𥤝', '𧖐', '𧮤', '𨈇', '𨤋', '𨰲', '𭀓')
2111	貍	⿰豸里	GHTJKP		14	1895.6000000000001	4	('貍', '薶', '霾', '㦟', '𥵷', '𩯬', '𬥋')
2112	屖	⿸尸辛	GHTKP		10	1004.0	4	('屖', '搱', '稺', '謘', '遟', '𠞂', '𡎰', '𡟭', '𢕌', '𣹲', '𦃘', '𦃘', '𧎨', '𧛺', '𬘽', '𮒤', '𡁂', '𥣦', '𦆣', '𧭋')
2113	㼌	⿰瓜瓜	GTP		10	2289.8	4	('㼌', '寙', '攨', '攨', '窳', '窳', '蓏', '𠆁', '𢸖', '𤂜', '𤣛', '𤣛', '𤬑', '𦋯', '𨰆', '𪴒', '𫾞', '𮊏', '㺠', '㺠')
2114	龜	⿱㇒⿷⿹{90}{64}{65}	G		17	14146.574999999999	4	('龜', '櫷', '鬮', '龝', '龞', '䆋', '䶯', '䶰', '䶰', '䶱', '䶲', '𤒅', '𦫉', '𨷺', '𩙠', '𪚩', '𪚪', '𪚬', '𪚬', '𪚭')
2115	龜	⿱⺈⿷⿹{91}{64}{65}	HK[B]		17	14146.574999999999	4	('龜', '櫷', '鬮', '龝', '龞', '䆋', '䶯', '䶰', '䶰', '䶱', '䶲', '𤒅', '𦫉', '𨷺', '𩙠', '𪚩', '𪚪', '𪚬', '𪚬', '𪚭')
2116	龜	⿱⺈⿷⿻{91}{64}{65}	TJP		17	14146.574999999999	4	('龜', '櫷', '鬮', '龝', '龞', '䆋', '䶯', '䶰', '䶰', '䶱', '䶲', '𤒅', '𦫉', '𨷺', '𩙠', '𪚩', '𪚪', '𪚬', '𪚬', '𪚭')
2117	龜	⿱⺈⿷⿹{90}{64}{65}	V		17	14146.574999999999	4	('龜', '櫷', '鬮', '龝', '龞', '䆋', '䶯', '䶰', '䶰', '䶱', '䶲', '𤒅', '𦫉', '𨷺', '𩙠', '𪚩', '𪚪', '𪚬', '𪚬', '𪚭')
2118	江	⿰氵工	GHTJKPV		6	198877.6	4	('江', '茳', '鴻', '鸿', '㳩', '㴂', '䑭', '𡷍', '𢏠', '𢬥', '𣑴', '𣽝', '𤭊', '𥆀', '𥬮', '𨀹', '𪀤', '𬇧', '𬻶', '𭁑')
2119	𱏻	⿵冂⿱厶又	S		6	187234.80000000002	4	('𱏻', '𤔔', '亂', '覶', '辭', '𡡗', '𢿢', '𢿳', '𤔧', '𤔧', '𤔲', '𤕅', '𤕌', '𤳞', '𫬽', '𬋶', '𬋹', '𬯙', '𭯁', '𰴝')
2120	𱥻	⿰氵刅	B		7	61604.6	4	('𱥻', '梁', '粱', '𥞹', '墚', '樑', '簗', '𥛫', '𨄈', '𨎛', '𨫟', '𬪔', '𮃡', '𮇹', '𮌹', '𮭊')
2121	皃	⿱白儿	GTJKP		7	58806.4	4	('皃', '貌', '㝸', '㹸', '䡚', '𠒜', '𠡞', '𠴡', '𡌗', '𢂹', '𢅉', '𢚋', '𣆿', '𣇙', '𣨆', '𣴟', '𤥰', '𥆒', '𥭨', '𦀸')
2122	斂	⿰僉攵	GHTJKP		17	10828.5	4	('斂', '瀲', '籢', '蘞', '𢅸', '𢋻', '𣟺', '𤒥', '𤒦', '𫾛', '𭟠')
2123	蹇	⿱𡨄足	GHTJKPV		17	4965.900000000001	4	('蹇', '攓', '瀽', '鑳', '䙭', '䮿', '𠐻', '𡄓', '𡾰', '𣟯', '𧃕', '𧮈', '𨇥', '𩎀', '𩽜', '𬤯', '𬴏')
2124	窄	⿱穴乍	G		10	2179.65	4	('窄', '搾', '榨', '醡', '鿽', '𢞲', '𣹧', '𥰾', '𨕠', '𨢛', '𨣮', '𰩕', '𱷑')
2125	窄	⿱⿱宀儿乍	HTJKP		10	2179.65	4	('窄', '搾', '榨', '醡', '鿽', '𢞲', '𣹧', '𥰾', '𨕠', '𨢛', '𨣮', '𰩕', '𱷑')
2126	剡	⿰炎刂	GHTJKP		10	3416.0	4	('剡', '罽', '𠋴', '𣟈', '𣽄', '𤄨', '𤸹', '𤺗', '𥰨', '𥵲', '𥵲', '𦃖', '𦃖', '𦆢', '𦋺', '𦌞', '𦌧', '𦵹', '𦺶', '𦿦')
2127	睿	⿳{37}一⿱八𥃦	GHTJKP		14	7070.599999999999	4	('睿', '叡', '壡', '濬', '璿', '龼', '㪫', '㲊', '䜜', '𠏻', '𤫀', '𥌑', '𧯕', '𧷁', '𭨈', '𮖼', '𡓝', '𧾩', '𱪐')
2128	𭃂	⿻刀二	G		4	965012.6	4	('𭃂', '那', '𤘞', '𦐃', '𩑫', '𬔙', '𬼋', '\U0002ec65', '𱙊', '哪', '娜', '挪', '梛', '㑚', '𡌈', '𡷙', '𤥶', '𤶸', '𥭵', '𦀨')
2129	閑	⿵門木	GHTJKPV		12	3612.3999999999996	4	('閑', '嫻', '澖', '鷴', '㯗', '䔵', '䥜', '𢡿', '𣩝', '𤡦', '𤺛', '𥊺', '𦠯', '𨅽', '𨶓', '𨼝', '𩦃', '𬵬', '𭧴', '𮫐')
2130	㳄	⿰氵欠	GTKPV		7	38605.55	4	('㳄', '盜', '羨', '𠩗', '𣒿', '𤈾', '𪡌', '𫳎', '𫾷', '𬯃', '𰛳', '𣛯', '𥋕', '𥶎', '𨣕', '𫴣', '檨', '㵪', '䢭', '𠿢')
2131	狄	⿰犭火	GHTJKPV		7	37771.4	4	('狄', '唙', '悐', '梑', '荻', '逖', '䯼', '𠜓', '𢙹', '𥇃', '𥭳', '𦛡', '𦛡', '𧼃', '𩷎', '𪶆', '𱃀', '𱢃')
2132	呉	⿳⿺𠃑口一八	GJ		7	48197.59999999999	4	('呉', '娯', '虞', '誤', '噳', '澞', '鸆', '𡑾', '𡢢', '𥵂', '𦾚', '𩦢', '𪋬', '𪝭', '𪩽', '𮯗', '𱊫')
2133	呉	⿳口𠃑⿱一八	MT		7	48197.59999999999	4	('呉', '娯', '虞', '誤', '噳', '澞', '鸆', '𡑾', '𡢢', '𥵂', '𦾚', '𩦢', '𪋬', '𪝭', '𪩽', '𮯗', '𱊫')
2134	闲	⿵门木	G		7	44885.200000000004	4	('闲', '娴', '痫', '鹇', '𬚿', '𰛵', '𱅘', '𱣡', '𲌞')
2135	黹	⿱业㡀	GHJKP		12	5208.1	4	('黹', '黺', '黻', '黻', '黼', '𣀅', '𣚠', '𦅧', '𧝉', '𧸅', '𨬚', '𪓋', '𪓌', '𪓌', '𪓍', '𪓎', '𪓏', '𪓐', '𫜜', '𫱱')
2136	黹	⿱业⿻丨⿱八{113}	T		12	5208.1	4	('黹', '黺', '黻', '黻', '黼', '𣀅', '𣚠', '𦅧', '𧝉', '𧸅', '𨬚', '𪓋', '𪓌', '𪓌', '𪓍', '𪓎', '𪓏', '𪓐', '𫜜', '𫱱')
2137	鮮	⿰魚羊	GHTJKPV		17	53188.6	4	('鮮', '廯', '癬', '蘚', '㶍', '䇁', '䇁', '䉳', '𡾮', '𢥌', '𢹛', '𣟲', '𦇫', '𧕇', '𨇤', '𩆵', '𭗴', '𰉉', '𰤊', '𲍃')
2138	彌	⿰弓爾	GHTJKP		17	28558.6	4	('彌', '瀰', '獼', '瓕', '㜷', '䉲', '䕳', '䥸', '𡄣', '𡓭', '𡾱', '𦇯', '𦇯', '𨣾', '𬬠', '𭣐', '𮂖', '𮕖', '𮩚', '𮬚')
2139	霜	⿱雨相	GHTJKPV		17	19737.399999999998	4	('霜', '孀', '灀', '礵', '驦', '骦', '鸘', '鹴', '䌮', '䌮', '𢹩', '𥀸', '𪴜', '𮡣', '𱻦')
2140	𭔰	⿰豆寸	S		10	11253.0	4	('𭔰', '厨', '闘', '鬪', '㴻', '𢊍', '𣗳', '𪤁', '𮔨', '𱣾', '橱', '蟵', '蹰', '㡡', '𠾇', '𡐷', '𧒉', '𪷏', '𭞭', '𮖳')
2141	臺	⿳吉冖至	GHTJKPV		14	35092.6	4	('臺', '儓', '嬯', '懛', '擡', '檯', '籉', '薹', '㘆', '𡽩', '𢅣', '𤁅', '𤐽', '𤗿', '𤢬', '𤻡', '𦢀', '𧭏', '𩦽', '𪒴')
2142	耤	⿰耒昔	GHTJKP		14	25936.8	4	('耤', '籍', '藉', '䣢', '𤁏', '𨆮', '𤅔', '𨈁', '躤')
2143	敞	⿰尚攵	GHT		12	17339.5	4	('敞', '僘', '厰', '幤', '廠', '氅', '㢢', '𠔷', '𢠵', '𢢌', '𣀴', '𣚿', '𤏮', '𤢄', '𤺲', '𦒚', '𦦢', '𧝟', '𩞥', '𩻪')
2144	窜	⿱穴串	G		12	5689.2	4	('窜', '撺', '蹿', '镩', '𪷚', '\U0002ecbb', '𱔤')
2145	棘	⿰朿朿	GHTJKPV		12	7345.7	4	('棘', '僰', '蕀', '襋', '㻷', '䪂', '𠍷', '𠒧', '𠢠', '𣝯', '𣡍', '𣡍', '𤏡', '𫂡', '𬮓', '𭞧', '𰘥', '𩎎', '𩎎')
2146	羞	⿸⺶丑	GP		10	18161.4	4	('羞', '饈', '饈', '馐', '鱃', '䡭', '𤨩', '𥀞', '𦟤', '𦟤', '𦪋', '𩘭', '𪅠', '𫅡', '𫅡', '𬖱', '𬚂', '𱈌')
2147	羞	⿸⿱𦍌丿丑	HTJK		10	18161.4	4	('羞', '饈', '饈', '馐', '鱃', '䡭', '𤨩', '𥀞', '𦟤', '𦟤', '𦪋', '𩘭', '𪅠', '𫅡', '𫅡', '𬖱', '𬚂', '𱈌')
2148	丱	⿰𠂈⿰丨𠃎	G		5	372254.30000000005	4	('丱', '𠇿', '𢇇', '𢌕', '𤆽', '𥝄', '𧰍', '𨥥', '𨳹', '𩢓', '𫧼', '𮀑', '𱽭', '聯', '關', '𬋄', '𮉃', '𮉃', '𮋓', '壣')
2149	丱	⿰⿰𠃊丿⿰丨𠃎	HTJKP		5	372254.30000000005	4	('丱', '𠇿', '𢇇', '𢌕', '𤆽', '𥝄', '𧰍', '𨥥', '𨳹', '𩢓', '𫧼', '𮀑', '𱽭', '聯', '關', '𬋄', '𮉃', '𮉃', '𮋓', '壣')
2150	榮	⿱𤇾木	GHTJKPV		14	63909.799999999996	4	('榮', '儝', '嬫', '嶸', '濚', '爃', '蠑', '鑅', '㘇', '㩞', '𠓐', '𣞁', '𤪤', '𦆱', '𦾵', '𨏍', '𫮴', '𬄾', '𬧘', '𬷷')
2151	適	⿺辶啇	GHTJKPV		14	45445.3	4	('適', '擿', '瓋', '藡', '讁', '㰅', '𠐝', '𡂓', '𡣪', '𢤊', '𤁷', '𤑦', '𤢼', '𥖾', '𨮹', '𱀿', '𲄏')
2152	僕	⿰亻菐	GHTJKPV		14	41274.399999999994	4	('僕', '濮', '纀', '纀', '襥', '㙸', '㯷', '𡂈', '𢷏', '𤪟', '𥣜', '𥵜', '𦿍', '𧭎', '𨆯', '𨮓', '𨽂', '𩍩', '𫶟', '𫸆')
2153	壯	⿰爿士	GHTJKPV		7	214679.2	4	('壯', '匨', '奘', '娤', '弉', '梉', '焋', '莊', '裝', '銺', '䊋', '𠨡', '𡝂', '𢈜', '𢙳', '𣴣', '𤞛', '𤶜', '𤽸', '𦀜')
2154	別	⿰𠮠刂	GHTJKPV		7	202330.40000000002	4	('別', '哵', '捌', '莂', '㭭', '䇷', '𠣶', '𡋾', '𡌀', '𡷘', '𢃉', '𤿱', '𥇂', '𥒻', '𥞲', '𥦂', '𦖇', '𦛺', '𧧸', '𨡊')
2155	對	⿰⿱业𦍌寸	GHTJKPV		14	1068092.6	4	('對', '嚉', '懟', '濧', '薱', '襨', '譵', '轛', '鑆', '㠚', '㦠', '㬣', '䨴', '𠏮', '𡁨', '𡽵', '𢷮', '𣌒', '𣝉', '𤻫')
2156	臧	⿵{61}臣	GHTJKPV		14	72378.2	4	('臧', '藏', '贓', '㵴', '𡁧', '𡒉', '𡒤', '𡒥', '𡽴', '𡾻', '𢨑', '𩯩', '𮍄', '𰷭', '欌', '臟', '臟', '贜', '鑶', '㶓')
2157	那	⿰𭃂阝	GHTJKPV		6	482506.3	4	('那', '哪', '娜', '挪', '梛', '㑚', '𡌈', '𡷙', '𤥶', '𤶸', '𥭵', '𦀨', '𦰡', '𨁌', '𩈩', '𪽖', '𪿣', '𫑏', '𫖂', '𫛀')
2158	师	⿰⿰丶丿帀	T		6	127884.45	4	('师', '浉', '狮', '筛', '蛳', '𫚕', '𬡔', '𰓝', '𰰳')
2159	邪	⿰牙阝	GHTJKPV		6	122487.4	4	('邪', '峫', '捓', '琊', '鋣', '铘', '㭨', '䓉', '𡌯', '𡜹', '𤕓', '𤞡', '𥦢', '𥦢', '𥭕', '𬾈', '𭜺', '𲀯')
2160	疾	⿸疒矢	GHTJKPV		10	61972.2	4	('疾', '嫉', '愱', '槉', '蒺', '螏', '㑵', '𠹋', '𢞱', '𤌿', '𤖏', '𧎿', '𧪠', '𧽑', '𨕾', '𨪏', '𮜆', '𦣜', '𦣜')
2161	逐	⿺辶豕	GHTJKPV		10	61712.799999999996	4	('逐', '篴', '蓫', '鱁', '㯌', '䆳', '䆳', '䮱', '𠦹', '𠽖', '𡐌', '𢄘', '𢴊', '𦟥', '𦟥', '𧏿', '𨄃', '𨔿', '𩞈', '𪿯')
2162	灭	⿱一火	G		5	222585.30000000002	4	('灭', '烕', '鋄', '㶾', '㷤', '𠊕', '𠦓', '𠷧', '𡕢', '𢄅', '𤈲', '𤌑', '𤐫', '𤥙', '𦙻', '𦙻', '𦯘', '𧜬', '𨓶', '𨓶')
2163	𠮠	⿱口⿰丿𠃌	GT		5	202330.40000000002	4	('𠮠', '別', '柺', '㗗', '䤢', '哵', '捌', '莂', '㭭', '䇷', '𠣶', '𡋾', '𡌀', '𡷘', '𢃉', '𤿱', '𥇂', '𥒻', '𥞲', '𥦂')
2164	𠮠	⿱口勹	X		5	202330.40000000002	4	('𠮠', '別', '柺', '㗗', '䤢', '哵', '捌', '莂', '㭭', '䇷', '𠣶', '𡋾', '𡌀', '𡷘', '𢃉', '𤿱', '𥇂', '𥒻', '𥞲', '𥦂')
2165	致	⿰至攵	GJKPV		10	74216.8	4	('致', '緻', '緻', '㨖', '㮹', '㴛', '䞃', '䦯', '𠊷', '𡟹', '𤋖', '𤸓', '𥠽', '𦟔', '𦟔', '𦥐', '𦳙', '𧛢', '𧤡', '𧩼')
2166	致	⿰至夂	HT		10	74216.8	4	('致', '緻', '緻', '㨖', '㮹', '㴛', '䞃', '䦯', '𠊷', '𡟹', '𤋖', '𤸓', '𥠽', '𦟔', '𦟔', '𦥐', '𦳙', '𧛢', '𧤡', '𧩼')
2167	素	⿱龶糸	GHTJKPV		10	74018.0	4	('素', '傃', '嗉', '塐', '嫊', '愫', '榡', '溸', '縤', '縤', '繛', '膆', '膆', '螦', '㨞', '䋤', '䘘', '䛾', '𠞓', '𢍣')
2168	罢	⿱罒去	GTP		10	71356.9	4	('罢', '摆', '罴', '䎬', '䙓', '𠙣', '𢅄', '𣉳', '𣘓', '𣡯', '𣺽', '𤳄', '𦃿', '𩺩', '𪤄', '𪳴', '𪽝', '𫁂', '𫔆', '𬙞')
2169	类	⿱米大	GHTP		9	191883.4	4	('类', '類', '𢾗', '𩔖', '𭿎', '𰘂', '𰳍', '𱵟', '𱺌', '𲈐', '禷', '禷', '蘱', '𡔇', '𤄹', '𨰥', '𫔕')
2170	退	⿺辶艮	GHTJKPV		9	176903.0	4	('退', '煺', '腿', '腿', '螁', '褪', '蹆', '㾼', '𠑉', '𠺙', '𢟔', '𢱸', '𣗔', '𣻇', '𦄁', '𦤮', '𨙝', '𩄮', '𩘩', '𩘬')
2171	欽	⿰釒欠	GHTJKPV		12	9885.9	4	('欽', '嶔', '廞', '撳', '䃢', '𠪢', '𠾬', '𡼲', '𢡮', '𢦆', '𢵡', '𣾠', '𤺰', '𨅠', '𨯎', '𨼌', '𰒏', '𱏒', '𱢭', '𨇬')
2172	忌	⿱己心	GHTJKPV		7	21204.6	4	('忌', '梞', '誋', '跽', '鵋', '䋟', '𡜱', '𡷞', '𢚁', '𢭄', '𣇡', '𥭜', '𦮼', '𧋷', '𧚈', '𨛑', '𩷱', '𪬧', '𫍪', '𫔷')
2173	𢛳	⿳⿱十罒一心	J		11	912373.6	4	('𢛳', '德', '聼', '聼', '聽', '聽', '㯖', '𢌖', '𥊸', '𦗟', '𦘏', '𫣜', '𫩈', '𭢙', '𭲖', '\U0002edf4', '𰯕', '𱴱', '𥌩', '𪢝')
2174	史	⿻⿻口丿乀	GHTJKPV		5	1013256.6	4	('史', '吏', '鉂', '駛', '驶', '㳏', '𡶈', '𢈗', '𢺲', '𣐳', '𣬐', '𣭂', '𤈆', '𤤭', '𥑏', '𦘤', '𧊍', '𧲬', '𩂝', '𩰡')
2175	明	⿰日月	GHTJKPV		8	881866.7999999999	4	('明', '奛', '奣', '曌', '曌', '朚', '焽', '琞', '盟', '萌', '㿢', '䳟', '𠒫', '𠓓', '𡦀', '𡪙', '𡹌', '𢜏', '𢜠', '𢢤')
2176	斿	⿰方⿱𠂉子	GHTJKP		9	122038.1	4	('斿', '游', '蝣', '遊', '䑻', '𢝡', '𢰧', '𤦽', '𥯞', '𦳧', '𩘓', '𩹊', '𫹛', '𬫲', '𬶦', '𭂗', '𣛦', '𪆎')
2177	斿	⿸𭤨子	X		9	122038.1	4	('斿', '游', '蝣', '遊', '䑻', '𢝡', '𢰧', '𤦽', '𥯞', '𦳧', '𩘓', '𩹊', '𫹛', '𬫲', '𬶦', '𭂗', '𣛦', '𪆎')
2178	威	⿵戌女	GHTJKPV		9	158701.8	4	('威', '喴', '媙', '崴', '揻', '楲', '縅', '縅', '葳', '蝛', '隇', '鰄', '㙎', '𠋘', '𣸵', '𥔃', '𦞏', '𦩬', '𨜠', '𨩆')
2179	戹	⿸户乙	GHP		5	780.6999999999999	4	('戹', '呝', '砨', '豟', '軶', '阸', '㧖', '𡶃', '𢼚', '𣐖', '𣢛', '𤝤', '𧉵', '𧠞', '𨸷', '𩚬')
2180	戹	⿸戶乙	TJK		5	780.6999999999999	4	('戹', '呝', '砨', '豟', '軶', '阸', '㧖', '𡶃', '𢼚', '𣐖', '𣢛', '𤝤', '𧉵', '𧠞', '𨸷', '𩚬')
