35215	規	11
26063	族	11
26063	族	11
20039	乇	3
20039	乇	3
36864	退	9
22992	姐	8
25630	搞	13
21035	别	7
37129	鄉	11
35347	訓	10
22812	夜	8
32218	線	15
32218	線	15
27874	波	8
25963	敫	13
21867	啫	11
24453	待	9
25294	拎	8
21643	咋	8
21326	华	6
21326	华	6
22120	器	16
22120	器	16
38480	限	8
32479	统	9
31246	税	12
38936	領	14
39080	風	9
39080	風	9
39080	風	9
24093	帝	9
132361	𠔉	6
132361	𠔉	6
24378	强	12
24405	录	8
24405	录	8
24404	彔	8
24404	彔	8
13976	㚘	8
20462	修	9
20462	修	9
35745	计	4
14538	㣊	7
14538	㣊	7
32943	肯	8
32943	肯	8
20057	乙	1
36798	达	6
26696	案	10
21333	单	8
13505	㓁	4
32596	罔	8
30064	異	11
20915	决	6
26029	断	11
36000	負	9
36000	負	9
21466	叚	9
24687	息	10
32887	職	18
36948	達	12
35486	語	14
24195	広	5
33284	舄	12
32154	続	13
32154	続	13
26047	斿	9
26047	斿	9
26292	暴	15
176614	𫇦	6
23401	孩	9
21464	变	8
35686	警	19
40889	龹	6
20284	似	6
20892	农	6
21103	副	11
131171	𠁣	4
131291	𠃛	4
30435	監	14
30435	監	14
34880	血	6
20179	仓	4
40845	龍	16
40845	龍	16
20659	傳	13
38590	难	10
38886	韦	4
32422	约	6
20141	亭	9
35140	襄	17
31461	童	12
38582	隶	8
38582	隶	8
39118	风	4
35449	詹	13
35449	詹	13
21356	卬	4
21314	卂	3
21314	卂	3
36664	輸	16
36664	輸	16
26364	曼	11
26364	曼	11
23582	尞	12
21831	啇	11
23447	宗	8
26379	朋	8
31169	私	7
20381	依	8
23531	寫	15
37141	鄕	12
37141	鄕	12
156498	𦍒	9
21542	否	7
27827	河	8
20056	乘	10
39770	魚	11
32862	聞	14
27743	江	6
22900	奴	5
17821	䖝	7
23555	尃	10
35947	豫	15
38586	隺	10
24311	廷	6
24311	廷	6
23460	室	9
38499	陣	9
24590	怎	9
25993	斉	8
25993	斉	8
21507	吃	6
39046	领	11
35703	護	20
35703	護	20
28142	淮	11
34382	虎	8
34382	虎	8
25369	挙	10
25831	擧	17
24352	张	7
21319	升	4
14766	㦮	7
39267	饣	3
30010	町	7
21421	厭	14
36895	速	10
26202	晚	11
26202	晚	11
32993	胡	9
32993	胡	9
32993	胡	9
20860	兼	10
20860	兼	10
20826	党	10
20826	党	10
24109	席	10
20633	備	12
25209	批	7
22766	壮	6
35942	豦	13
21246	勾	4
36020	貴	12
13355	㐫	6
21218	勢	13
30772	破	10
25454	据	11
150535	𤰇	10
150535	𤰇	10
38469	际	7
31361	突	9
31361	突	9
31361	突	9
34255	藏	17
27298	檢	17
22243	団	6
21892	善	12
21892	善	12
35268	规	8
30906	確	15
35768	许	6
32452	组	8
33268	致	10
33268	致	10
26432	杀	6
36074	質	15
26022	斦	8
