element	sub_ids	regions	elm_type	stroke	freq	freq1
图	('⿴囗冬',)	('G',)		8.0	49747.0	0.0
坡	('⿰土皮',)	('GHTJKPV',)		8.0	3806.8	0.0
坣	('⿱龸土',)	('GT',)		8.0	0.0	0.0
坤	('⿰土申',)	('GHTJKPV',)		8.0	7151.5	0.0
坥	('⿰土且',)	('GTJK',)		8.0	41.8	0.0
坦	('⿰土旦',)	('GHTJKPV',)		8.0	9614.7	0.0
坨	('⿰土它',)	('GHTJKP',)		8.0	87.2	0.0
坩	('⿰土甘',)	('GHTJKP',)		8.0	19.5	0.0
坪	('⿰土平',)	('GHTJKP',)		8.0	879.0	0.0
坫	('⿰土占',)	('GHTJKPV',)		8.0	368.8	0.0
坬	('⿰土瓜',)	('GT',)		8.0	0.0	0.0
坮	('⿰土台',)	('GTJKP',)		8.0	0.0	0.0
坸	('⿰土句',)	('GTK',)		8.0	0.0	0.0
垃	('⿰土立',)	('GHTJKPV',)		8.0	5623.2	0.0
奅	('⿱大卯',)	('GHTKP',)		8.0	55.8	0.0
奋	('⿱大田',)	('GT',)		8.0	29993.6	0.0
奌	('⿱占大',)	('GTP',)		8.0	0.0	0.0
妬	('⿰女石',)	('GHTJKPV',)		8.0	614.1	0.0
妮	('⿰女尼',)	('GHTJKPV',)		8.0	5964.0	0.0
妱	('⿰女召',)	('GHTK',)		8.0	0.0	0.0
妲	('⿰女旦',)	('GHTJKPV',)		8.0	840.4	0.0
妸	('⿰女可',)	('GHTKV',)		8.0	13.9	0.0
妹	('⿰女未',)	('GHTJKPV',)		8.0	114731.3	0.0
姁	('⿰女句',)	('GHTJKP',)		8.0	376.6	0.0
姄	('⿰女民',)	('GHTJ',)		8.0	0.0	0.0
姆	('⿰女母',)	('GHTJKP',)		8.0	5460.5	0.0
姈	('⿰女令',)	('GHTJKPV',)		8.0	0.0	0.0
始	('⿰女台',)	('GHTJKPV',)		8.0	205086.4	0.0
孥	('⿱奴子',)	('GHTJKPV',)		8.0	459.6	0.0
宖	('⿱宀弘',)	('GHTJKP',)		8.0	13.9	0.0
宙	('⿱宀由',)	('GHTJKPV',)		8.0	5032.0	0.0
宝	('⿱宀玉',)	('GHTJKPV',)		8.0	60669.4	0.0
实	('⿱宀头',)	('GHTP',)		8.0	330408.4	0.0
実	('⿱宀𡗗',)	('GHTJK',)		8.0	0.0	0.0
宠	('⿱宀龙',)	('G',)		8.0	23834.2	0.0
尭	('⿱卉兀',)	('GMTJ',)		8.0	13.9	0.0
屆	('⿸尸凷', '⿸尸𠙽')	('GHTP', 'JK')		8.0	2052.8	0.0
屇	('⿸尸田',)	('GHTK',)		8.0	0.0	0.0
届	('⿸尸由',)	('GHTJKP',)		8.0	2052.8	0.0
岝	('⿱山乍',)	('GHTJKP',)		8.0	0.0	0.0
岢	('⿱山可',)	('GHTJKP',)		8.0	21.7	0.0
岦	('⿱山立',)	('GHTJKP',)		8.0	0.0	0.0
岨	('⿰山且',)	('GHTJKP',)		8.0	111.6	0.0
岪	('⿱山弗',)	('GHTJKP',)		8.0	111.6	0.0
岭	('⿰山令',)	('GHMTJKP',)		8.0	4045.1	0.0
岱	('⿱代山',)	('GHTJKPV',)		8.0	2850.5	0.0
岳	('⿱丘山',)	('GHTJKP',)		8.0	15006.5	0.0
岶	('⿰山白',)	('GHTJK',)		8.0	0.0	0.0
岺	('⿱山令', '⿱山⿱{88}\U0003018a')	('GHTJK', 'P')		8.0	0.0	0.0
岽	('⿱山东',)	('G',)		8.0	3.9	0.0
峀	('⿱山由', '⿱山田')	('GKP', 'T')		8.0	0.0	0.0
帕	('⿰巾白',)	('GHTJKP',)		8.0	2568.3	0.0
帘	('⿱穴巾', '⿱⿱宀儿巾')	('G', 'HTJKPV')		8.0	3516.6	0.0
帙	('⿰巾失',)	('GHTJKPV',)		8.0	54.5	0.0
庖	('⿸广包', '⿸广⿹勹巳')	('GHTKP', 'J')		8.0	1669.2	0.0
庙	('⿸广由',)	('GHTPV',)		8.0	41676.8	0.0
廻	('⿺廴回',)	('GHTJKP',)		8.0	83.7	0.0
廼	('⿺廴西',)	('GHTJK',)		8.0	0.0	0.0
弆	('⿱去廾',)	('GTJKP',)		8.0	0.0	0.0
弧	('⿰弓瓜',)	('GHTJKP',)		8.0	2888.3	0.0
弩	('⿱奴弓',)	('GHTJKPV',)		8.0	8642.7	0.0
彼	('⿰彳皮',)	('GHTJKPV',)		8.0	38496.4	0.0
彿	('⿰彳弗',)	('GHTJKPV',)		8.0	11037.7	0.0
徂	('⿰彳且',)	('GHTJKPV',)		8.0	1444.3	0.0
徃	('⿰彳生',)	('GHTJKP',)		8.0	14.4	0.0
径	('⿰彳𢀖', '⿰彳圣')	('G', 'TJKP')		8.0	12245.0	0.0
忞	('⿱文心',)	('GHTJKP',)		8.0	69.7	0.0
忠	('⿱中心',)	('GHTJKPV',)		8.0	57569.8	0.0
忢	('⿱五心',)	('GTJP',)		8.0	0.0	0.0
忥	('⿹气心',)	('GHT',)		8.0	27.9	0.0
忿	('⿱分心',)	('GHTJKPV',)		8.0	6778.6	0.0
态	('⿱太心',)	('G',)		8.0	39963.3	0.0
怐	('⿰忄句',)	('GHTJKP',)		8.0	13.9	0.0
怕	('⿰忄白',)	('GHTJKP',)		8.0	79792.2	0.0
怗	('⿰忄占',)	('GHTJKP',)		8.0	13.9	0.0
怚	('⿰忄且',)	('GHTJKP',)		8.0	55.8	0.0
怛	('⿰忄旦',)	('GHTJKPV',)		8.0	1093.8	0.0
怡	('⿰忄台',)	('GHTJKP',)		8.0	7501.5	0.0
性	('⿰忄生',)	('GHTJKPV',)		8.0	120517.5	0.0
怪	('⿰忄圣',)	('GHTJKPV',)		8.0	108171.5	0.0
怯	('⿰忄去',)	('GHTJKPV',)		8.0	4913.0	0.0
怽	('⿰忄未',)	('GT',)		8.0	0.0	0.0
戕	('⿰爿戈',)	('GHTJKP',)		8.0	562.7	0.0
戽	('⿸户斗', '⿸戶斗')	('GHP', 'TJK')		8.0	4.5	0.0
房	('⿸户方', '⿸戶方', '⿸戸方')	('GHPV', 'TK', 'J')		8.0	104482.2	0.0
承	('⿻氶三',)	('GHTJKPV',)		8.0	55497.0	0.0
抦	('⿰扌丙',)	('GHTJKP',)		8.0	0.0	0.0
抨	('⿰扌平',)	('GHTJKPV',)		8.0	206.6	0.0
披	('⿰扌皮',)	('GHTJKPV',)		8.0	6599.4	0.0
抯	('⿰扌且',)	('GHTKPV',)		8.0	55.8	0.0
抱	('⿰扌包',)	('GHTJKPV',)		8.0	46246.9	0.0
抳	('⿰扌尼',)	('GHTJKPV',)		8.0	13.9	0.0
抺	('⿰扌未',)	('GTJKV',)		8.0	0.8	0.0
押	('⿰扌甲',)	('GHTJKPV',)		8.0	3248.4	0.0
抽	('⿰扌由',)	('GHTJKPV',)		8.0	26110.2	0.0
拂	('⿰扌弗',)	('GHTJKPV',)		8.0	5543.9	0.0
拃	('⿰扌乍',)	('GHTP',)		8.0	94.3	0.0
担	('⿰扌旦',)	('GHTJKPV',)		8.0	35930.1	0.0
拈	('⿰扌占',)	('GHTJKPV',)		8.0	461.7	0.0
拋	('⿰扌𡯄',)	('GHTP',)		8.0	8562.2	0.0
拌	('⿰扌半', '⿰扌⿻八\U00030001')	('GHTKPV', 'J')		8.0	684.5	0.0
拐	('⿰扌另', '⿰扌叧')	('GKPV', 'HMTJ')		8.0	4066.7	0.0
拘	('⿰扌句',)	('GHTJKPV',)		8.0	9091.7	0.0
拙	('⿰扌出',)	('GHTJKPV',)		8.0	3743.3	0.0
招	('⿰扌召',)	('GHTJKPV',)		8.0	56348.6	0.0
斧	('⿱父斤',)	('GHTJKPV',)		8.0	7683.0	0.0
斨	('⿰爿斤',)	('GHTKP',)		8.0	83.7	0.0
旹	('⿱㞢日',)	('GTJK',)		8.0	13.9	0.0
旺	('⿰日王',)	('GHTJKPV',)		8.0	5444.0	0.0
昀	('⿰日匀', '⿰日勻')	('GP', 'HTJK')		8.0	321.3	0.0
昂	('⿱日卬',)	('GHTJKPV',)		8.0	5013.9	0.0
昃	('⿱日仄',)	('GHTJKPV',)		8.0	514.6	0.0
昇	('⿱日升',)	('GHTJKPV',)		8.0	1557.1	0.0
昋	('⿱天日', '⿱夭日')	('G', 'HTK')		8.0	0.0	0.0
昑	('⿰日今',)	('GHTJKP',)		8.0	0.0	0.0
昒	('⿰日勿',)	('GHTJKP',)		8.0	41.8	0.0
昕	('⿰日斤',)	('GHTJKP',)		8.0	484.0	0.0
昘	('⿱日方',)	('GHTP',)		8.0	0.0	0.0
昙	('⿱日云',)	('GT',)		8.0	495.7	0.0
昛	('⿰日巨',)	('GTKPV',)		8.0	0.0	0.0
杪	('⿰木少',)	('GHTJKP',)		8.0	263.1	0.0
杭	('⿰木亢',)	('GHTJKP',)		8.0	2169.2	0.0
杯	('⿰木不',)	('GHTJKPV',)		8.0	24055.4	0.0
杰	('⿱木灬',)	('GHTJKPV',)		8.0	27535.8	0.0
杳	('⿱木日',)	('GHTJKP',)		8.0	792.2	0.0
杴	('⿰木欠',)	('GHTJKP',)		8.0	0.0	0.0
杵	('⿰木午',)	('GHTJKPV',)		8.0	2004.8	0.0
杸	('⿰木殳',)	('GHTKP',)		8.0	55.8	0.0
杼	('⿰木予',)	('GHTJKP',)		8.0	3339.7	0.0
板	('⿰木反',)	('GHTJKPV',)		8.0	35685.5	0.0
枀	('⿱公木',)	('GTP',)		8.0	0.0	0.0
枈	('⿱比木',)	('GT',)		8.0	0.0	0.0
枉	('⿰木王',)	('GHTJKPV',)		8.0	7693.1	0.0
枋	('⿰木方',)	('GHTJKP',)		8.0	382.1	0.0
枒	('⿰木牙',)	('GHTJKP',)		8.0	13.9	0.0
枕	('⿰木冘',)	('GHTJKPV',)		8.0	6446.7	0.0
枚	('⿰木攵',)	('GHTJKPV',)		8.0	9731.9	0.0
枝	('⿰木支',)	('GHTJKPV',)		8.0	20079.0	0.0
枢	('⿰木区',)	('GTJKP',)		8.0	3782.0	0.0
枣	('⿱朿⺀',)	('GT',)		8.0	5368.2	0.0
欥	('⿰日欠',)	('GHTK',)		8.0	41.8	0.0
欦	('⿰今欠',)	('GTKP',)		8.0	13.9	0.0
欧	('⿰区欠',)	('GTJKP',)		8.0	20001.6	0.0
歧	('⿰止支',)	('GHTJKP',)		8.0	14269.8	0.0
毟	('⿱少毛',)	('GJK',)		8.0	0.0	0.0
氛	('⿹气分',)	('GHTJKP',)		8.0	9465.6	0.0
沫	('⿰氵末',)	('GHTJKPV',)		8.0	3235.1	0.0
沬	('⿰氵未',)	('GHTKPV',)		8.0	400.1	0.0
沭	('⿰氵术', '⿰氵朮')	('GP', 'HTJK')		8.0	65.6	0.0
沱	('⿰氵它',)	('GHTJKPV',)		8.0	1084.6	0.0
沲	('⿰氵㐌',)	('GHTJKPV',)		8.0	1.2	0.0
沷	('⿰氵犮',)	('GHTKP',)		8.0	0.7	0.0
沸	('⿰氵弗',)	('GHTJKPV',)		8.0	4190.2	0.0
油	('⿰氵由',)	('GHTJKPV',)		8.0	16315.9	0.0
沽	('⿰氵古',)	('GHTJKP',)		8.0	784.5	0.0
況	('⿰氵兄',)	('GHTJKP',)		8.0	71535.4	0.0
泃	('⿰氵句',)	('GHTKP',)		8.0	13.9	0.0
泄	('⿰氵世',)	('GHTJKPV',)		8.0	16091.7	0.0
泅	('⿰氵囚',)	('GHTJKPV',)		8.0	145.5	0.0
泈	('⿰氵冬',)	('GT',)		8.0	0.0	0.0
泌	('⿰氵必',)	('GHTJKP',)		8.0	904.6	0.0
泍	('⿰氵本',)	('GHTJKPV',)		8.0	0.0	0.0
泓	('⿰氵弘',)	('GHTJKP',)		8.0	837.8	0.0
泔	('⿰氵甘',)	('GHTJKP',)		8.0	129.0	0.0
泠	('⿰氵令',)	('GHTJKPV',)		8.0	979.2	0.0
泡	('⿰氵包',)	('GHTJKPV',)		8.0	5960.1	0.0
泣	('⿰氵立',)	('GHTJKPV',)		8.0	15591.7	0.0
注	('⿰氵主',)	('GHTJKPV',)		8.0	49448.9	0.0
泪	('⿰氵目',)	('GHTJKPV',)		8.0	32218.8	0.0
泫	('⿰氵玄',)	('GHTJKP',)		8.0	348.0	0.0
泮	('⿰氵半', '⿰氵⿻八\U00030001')	('GHTKPV', 'J')		8.0	782.7	0.0
泯	('⿰氵民',)	('GHTJKP',)		8.0	1001.4	0.0
泳	('⿰氵永',)	('GHTJKPV',)		8.0	11413.0	0.0
浅	('⿰氵戋', '⿰氵㦮')	('G', 'TJKP')		8.0	14491.2	0.0
炅	('⿱日火',)	('GHTJKP',)		8.0	238.6	0.0
炆	('⿰火文',)	('GHTJKP',)		8.0	196.5	0.0
炇	('⿰火攵',)	('GT',)		8.0	0.0	0.0
炉	('⿰火户', '⿰火戶', '⿰火戸')	('GHP', 'TK', 'J')		8.0	4798.1	0.0
炒	('⿰火少',)	('GHTJKPV',)		8.0	4354.8	0.0
炗	('⿱廿火',)	('GTJ',)		8.0	69.7	0.0
炘	('⿰火斤',)	('GHTJKP',)		8.0	29.7	0.0
炬	('⿰火巨',)	('GHTJKP',)		8.0	631.5	0.0
爸	('⿱父巴',)	('GHTJKP',)		8.0	57507.2	0.0
牀	('⿰爿木',)	('GHTJKPV',)		8.0	558.4	0.0
版	('⿰片反',)	('GHTJKPV',)		8.0	7508.8	0.0
牧	('⿰牜攵',)	('GHTJKPV',)		8.0	18746.7	0.0
牨	('⿰牜亢',)	('GTJKP',)		8.0	0.0	0.0
狀	('⿰爿犬',)	('GHTJKPV',)		8.0	42378.5	0.0
狍	('⿰犭包',)	('GHTK',)		8.0	45.1	0.0
狐	('⿰犭瓜',)	('GHTJKPV',)		8.0	20902.9	0.0
狗	('⿰犭句',)	('GHTJKPV',)		8.0	42804.3	0.0
狛	('⿰犭白',)	('GTJKP',)		8.0	13.9	0.0
玟	('⿰𤣩文',)	('GHTJKP',)		8.0	139.9	0.0
玢	('⿰𤣩分',)	('GHTJKP',)		8.0	27.1	0.0
玧	('⿰𤣩允',)	('GHTKP',)		8.0	0.0	0.0
玩	('⿰𤣩元',)	('GHTJKPV',)		8.0	90218.6	0.0
玪	('⿰𤣩今',)	('GHTJKP',)		8.0	55.8	0.0
玫	('⿰𤣩攵',)	('GHTJKP',)		8.0	2597.3	0.0
瓫	('⿱分瓦',)	('GTJKP',)		8.0	0.0	0.0
瓮	('⿱公瓦',)	('GHTJKP',)		8.0	1378.7	0.0
畁	('⿱由丌',)	('GTP',)		8.0	0.0	0.0
畂	('⿰田久',)	('GHTP',)		8.0	0.0	0.0
畄	('⿱𭕄田',)	('GTJP',)		8.0	0.0	0.0
盂	('⿱于皿',)	('GHTJKP',)		8.0	1189.6	0.0
盰	('⿰目干',)	('GHTJKP',)		8.0	13.9	0.0
盱	('⿰目于',)	('GHTJKP',)		8.0	1210.7	0.0
盲	('⿱亡目',)	('GHTJKPV',)		8.0	4625.8	0.0
矤	('⿰弓矢',)	('GTJK',)		8.0	55.8	0.0
矾	('⿰石凡',)	('GHT',)		8.0	232.4	0.0
祅	('⿰礻夭', '⿰示夭')	('GHT', 'JKP')		8.0	386.8	0.0
祇	('⿰礻氏', '⿰示氏')	('GHT', 'JKP')		8.0	1985.9	0.0
祋	('⿰礻殳', '⿰示殳')	('GHT', 'JKP')		8.0	251.0	0.0
秇	('⿰禾{20}', '⿰禾⿻九丶', '⿰禾丸')	('G', 'T', 'J')		8.0	27.9	0.0
秈	('⿰禾山',)	('GHTJKP',)		8.0	3.5	0.0
秉	('⿻禾{43}',)	('GHTJKPV',)		8.0	10627.0	0.0
秊	('⿱禾千',)	('GHTJKP',)		8.0	111.6	0.0
穸	('⿱穴夕', '⿱⿱宀儿夕')	('G', 'HTJKP')		8.0	88.1	0.0
穹	('⿱穴弓', '⿱⿱宀儿弓')	('G', 'HTJKPV')		8.0	1850.4	0.0
竺	('⿱𥫗二',)	('GHTJKP',)		8.0	1002.0	0.0
糼	('⿰糹力',)	('GHT',)		8.0	0.0	0.0
糾	('⿰糹丩', '⿰糸丩')	('GHTV', 'JKP')		8.0	8321.8	0.0
终	('⿰纟冬',)	('G',)		8.0	146180.3	0.0
羋	('⿱⿴卝丨\U00030001', '⿱⿴卝丨干')	('GJK', 'HT')		8.0	406.7	0.0
肏	('⿱入肉',)	('GHT',)		8.0	70.7	0.0
股	('⿰月殳', '⿰⺼殳')	('GJKPV', 'HT')		8.0	33140.9	0.0
肫	('⿰月屯', '⿰⺼屯')	('GJKP[B]', 'HT')		8.0	206.9	0.0
肬	('⿰月尤', '⿰⺼尤')	('GJKP', 'T')		8.0	97.6	0.0
肰	('⿰月犬', '⿰⺼犬')	('GKP', 'T')		8.0	41.8	0.0
肶	('⿰月比', '⿰⺼比')	('GKP', 'HT')		8.0	13.9	0.0
肺	('⿰月巿', '⿰⺼巿', '⿰月市')	('GPV', 'HT', 'JK')		8.0	12102.1	0.0
肿	('⿰月中',)	('G',)		8.0	6461.9	0.0
舠	('⿰舟刀',)	('GHTKP',)		8.0	0.0	0.0
苐	('⿱艹𢎨',)	('GHTJKP',)		8.0	0.0	0.0
苑	('⿱艹夗',)	('GHTJKPV',)		8.0	5693.6	0.0
苓	('⿱艹令',)	('GHTJKPV',)		8.0	2213.1	0.0
苔	('⿱艹台',)	('GHTJKPV',)		8.0	593.9	0.0
苕	('⿱艹召',)	('GHTJKP',)		8.0	388.0	0.0
苖	('⿱艹由',)	('GHTKP',)		8.0	167.4	0.0
苘	('⿱艹冋',)	('GHTKP',)		8.0	0.7	0.0
苙	('⿱艹立',)	('GHTJKPV',)		8.0	93.3	0.0
苚	('⿱艹用',)	('GTJV',)		8.0	0.0	0.0
苛	('⿱艹可',)	('GHTJKP',)		8.0	5267.4	0.0
苜	('⿱艹目',)	('GHTJKP',)		8.0	175.8	0.0
苞	('⿱艹包', '⿱艹⿹勹巳')	('GHTKPV', 'J')		8.0	2165.7	0.0
苠	('⿱艹民',)	('GHTJKP',)		8.0	0.4	0.0
苨	('⿱艹尼',)	('GHTJKP',)		8.0	55.8	0.0
苪	('⿱艹丙',)	('GHTJKP',)		8.0	13.9	0.0
苫	('⿱艹占',)	('GHTJKPV',)		8.0	391.2	0.0
苯	('⿱艹本',)	('GHTJKP',)		8.0	79.2	0.0
苲	('⿱艹乍',)	('GHTKPV',)		8.0	27.9	0.0
苳	('⿱艹冬',)	('GHTJKPV',)		8.0	13.9	0.0
苴	('⿱艹且',)	('GHTJKP',)		8.0	1937.5	0.0
苶	('⿱艹尒',)	('GHTJKP',)		8.0	13.9	0.0
苹	('⿱艹平',)	('GHTJKP',)		8.0	2495.0	0.0
苻	('⿱艹付',)	('GHTJKP',)		8.0	599.2	0.0
苽	('⿱艹瓜',)	('GHTJKP',)		8.0	153.4	0.0
苾	('⿱艹必',)	('GHTJKPV',)		8.0	115.7	0.0
苿	('⿱艹未',)	('GHTK',)		8.0	5.4	0.0
茀	('⿱艹弗',)	('GHTJKPV',)		8.0	711.3	0.0
茁	('⿱艹出',)	('GHTJKPV',)		8.0	244.8	0.0
范	('⿱艹氾',)	('GHTJKP',)		8.0	32442.6	0.0
茅	('⿱艹矛',)	('GHTJKP',)		8.0	7447.7	0.0
茆	('⿱艹卯',)	('GHTJKP',)		8.0	241.2	0.0
茇	('⿱艹犮', '⿱艹⿺友丶')	('GHTJK', 'P')		8.0	307.9	0.0
茋	('⿱艹氐',)	('GHTJ',)		8.0	13.9	0.0
茌	('⿱艹仕',)	('GHTJV',)		8.0	95.6	0.0
茐	('⿱艹匆',)	('GT',)		8.0	0.8	0.0
衫	('⿰衤彡',)	('GHTJKPV',)		8.0	36025.4	0.0
衬	('⿰衤寸',)	('G',)		8.0	5940.6	0.0
觅	('⿱爫见',)	('G',)		8.0	1386.6	0.0
诣	('⿰讠旨',)	('G',)		8.0	12958.2	0.0
贤	('⿱\U00030021贝',)	('G',)		8.0	112280.3	0.0
败	('⿰贝攵',)	('G',)		8.0	72931.6	0.0
贪	('⿱今贝',)	('G',)		8.0	21355.8	0.0
贫	('⿱分贝',)	('G',)		8.0	27476.1	0.0
軋	('⿰車乚',)	('GHTJKP',)		8.0	735.1	0.0
迡	('⿺辶尼',)	('GHTKPV',)		8.0	0.0	0.0
迢	('⿺辶召',)	('GHTJKPV',)		8.0	511.4	0.0
迤	('⿺辶㐌',)	('GHTJKP',)		8.0	295.9	0.0
迥	('⿺辶冋',)	('GHTJKPV',)		8.0	673.7	0.0
迦	('⿺辶加',)	('GHTJKPV',)		8.0	1239.6	0.0
迪	('⿺辶由',)	('GHTJKP',)		8.0	7258.3	0.0
迫	('⿺辶白',)	('GHTJKPV',)		8.0	19780.7	0.0
迭	('⿺辶失',)	('GHTJKPV',)		8.0	2953.7	0.0
迮	('⿺辶乍',)	('GHTJKP',)		8.0	183.8	0.0
迱	('⿺辶它',)	('GTJKP',)		8.0	0.0	0.0
邿	('⿰寺阝',)	('GHTKP',)		8.0	111.6	0.0
郁	('⿰有阝',)	('GHTJKP',)		8.0	24067.2	0.0
郅	('⿰至阝',)	('GHTJKP',)		8.0	2892.7	0.0
郊	('⿰交阝',)	('GHTJKPV',)		8.0	22183.2	0.0
郍	('⿰舟阝',)	('GTP',)		8.0	0.0	0.0
闹	('⿵门市',)	('G',)		8.0	26053.3	0.0
陋	('⿰阝𫠥',)	('GHTJKPV',)		8.0	4897.5	0.0
陌	('⿰阝百',)	('GHTJKPV',)		8.0	7847.0	0.0
降	('⿰阝夅',)	('GHTJKPV',)		8.0	73177.1	0.0
限	('⿰阝艮',)	('GHTJKPV',)		8.0	19942.2	0.0
靣	('⿱丆回', '⿴𫩑口')	('GTJP', 'X')		8.0	0.5	0.0
顶	('⿰丁页',)	('G',)		8.0	41752.5	0.0
鼡	('⿱𭕄𠂡',)	('GJ',)		8.0	0.0	0.0
𠀬	('⿴㐁人',)	('GT',)		8.0	0.0	0.0
𠀭	('⿱釆𠃌',)	('GT',)		8.0	0.0	0.0
𠂳	('⿱凶𢆯',)	('GT',)		8.0	0.0	0.0
𠄭	('⿳一舟一',)	('T',)		8.0	0.0	0.0
𠄮	('⿱𫠩一',)	('GT',)		8.0	0.0	0.0
𠈃	('⿰亻𣎼',)	('GTP',)		8.0	0.0	0.0
𠈄	('⿰亻臣',)	('GHT',)		8.0	0.0	0.0
𠈉	('⿰亻𠮰',)	('GTP',)		8.0	0.0	0.0
𠈗	('⿰亻亘',)	('T',)		8.0	0.0	0.0
𠈣	('⿺先人',)	('G',)		8.0	0.0	0.0
𠈪	('⿰亻关',)	('GT',)		8.0	0.0	0.0
𠒃	('⿱⿻丄从儿',)	('GT',)		8.0	0.0	0.0
𠒆	('⿱囟儿',)	('GT',)		8.0	0.0	0.0
𠒋	('⿱亠兇',)	('GT',)		8.0	0.0	0.0
𠗀	('⿱⿻口人⺀', '⿱⿻丨口仒')	('T', 'UCS2003')		8.0	0.0	0.0
𠗆	('⿲亻丨冬',)	('GT',)		8.0	0.0	0.0
𠙇	('⿰交几',)	('GT',)		8.0	0.0	0.0
𠙉	('⿰臣几',)	('GT',)		8.0	0.0	0.0
𠚌	('⿶凵吉',)	('G',)		8.0	0.0	0.0
𠛧	('⿰𠕎刂',)	('GT',)		8.0	0.0	0.0
𠛫	('⿰多刂',)	('GT',)		8.0	0.0	0.0
𠛱	('⿰𡿪刂',)	('GT',)		8.0	0.0	0.0
𠛹	('⿰⿻⿰冂冂𠄠刂', '⿰⿻册一刂')	('GT', 'X')		8.0	0.0	0.0
𠛼	('⿰并刂', '⿰幷刂')	('TU', 'Z')		8.0	0.0	0.0
𠜂	('⿰{41}刂', '⿰𠕋刂')	('G', 'T')		8.0	0.0	0.0
𠜊	('⿰𡿩刂',)	('G',)		8.0	0.0	0.0
𠤻	('⿷匚米',)	('G',)		8.0	0.0	0.0
𠦜	('⿰廿廿',)	('GT',)		8.0	0.0	0.0
𠧠	('⿺𠃊卣',)	('GT',)		8.0	0.0	0.0
𠧦	('⿱䒑⿰幺卜',)	('T',)		8.0	0.0	0.0
𠧧	('⿱⺊⿴囗夊',)	('GHK',)		8.0	0.0	0.0
𠩋	('⿸厂屰',)	('GT',)		8.0	0.0	0.0
𠩓	('⿸厂兆',)	('G',)		8.0	0.0	0.0
𠩕	('⿸厂米',)	('V',)		8.0	0.0	0.0
𠫭	('⿱厶夵',)	('G',)		8.0	0.0	0.0
𠫯	('⿱厽人',)	('G',)		8.0	0.0	0.0
𠰓	('⿱口禾',)	('GTP',)		8.0	0.0	0.0
𠰕	('⿱出口',)	('GT',)		8.0	0.0	0.0
𠰛	('⿱山古',)	('GT',)		8.0	0.0	0.0
𠰞	('⿱𠂉吕', '⿱𠂉呂')	('GT', 'Z')		8.0	0.0	0.0
𠰣	('⿱必口',)	('T',)		8.0	0.0	0.0
𠰥	('⿱䒑右',)	('T',)		8.0	0.0	0.0
𠱀	('⿰口皮',)	('GTV',)		8.0	0.0	0.0
𠱄	('⿱口皿',)	('V',)		8.0	0.0	0.0
𡇈	('⿴囗石',)	('GTP',)		8.0	0.0	0.0
𡇋	('⿴囗氺',)	('GT',)		8.0	0.0	0.0
𡇌	('⿴囗目',)	('GT',)		8.0	0.0	0.0
𡊎	('⿱卯土',)	('GT',)		8.0	0.0	0.0
𡊙	('⿱叹土',)	('T',)		8.0	0.0	0.0
𡊚	('⿰土白',)	('T',)		8.0	0.0	0.0
𡊥	('⿱㇒𡉵',)	('GT',)		8.0	0.0	0.0
𡊦	('⿱土句',)	('GT',)		8.0	0.0	0.0
𡊨	('⿰土玄',)	('GHTV',)		8.0	0.0	0.0
𡊭	('⿱必土',)	('G',)		8.0	0.0	0.0
𡊱	('⿰土召',)	('V',)		8.0	0.0	0.0
𡊵	('⿱石土',)	('GT',)		8.0	0.0	0.0
𡕢	('⿱灭夊',)	('GT',)		8.0	0.0	0.0
𡘃	('⿱大皿',)	('G',)		8.0	0.0	0.0
𡘆	('⿱𡗜亏',)	('GTV',)		8.0	0.0	0.0
𡘊	('⿱大由',)	('H',)		8.0	0.0	0.0
𡛩	('⿰女立',)	('MT',)		8.0	0.0	0.0
𡛼	('⿰女玉',)	('HT',)		8.0	0.0	0.0
𡥚	('⿰子可',)	('V',)		8.0	0.0	0.0
𡧘	('⿱宀𬺻',)	('GT',)		8.0	0.0	0.0
𡧟	('⿱宀目',)	('T',)		8.0	0.0	0.0
𡧢	('⿳宀工八',)	('GT',)		8.0	0.0	0.0
𡧧	('⿳宀？一',)	('G',)		8.0	0.0	0.0
𡭧	('⿰出小',)	('V',)		8.0	0.0	0.0
𡭨	('⿱目小',)	('T',)		8.0	0.0	0.0
𡱀	('⿳亠口尸',)	('GT',)		8.0	0.0	0.0
𡱁	('⿸尸矢',)	('GTKP',)		8.0	0.0	0.0
𡱂	('⿸尸⿱兀几',)	('GT',)		8.0	0.0	0.0
𡱅	('⿸尸去',)	('G',)		8.0	0.0	0.0
𡱈	('⿸尸句',)	('G',)		8.0	0.0	0.0
𡴋	('⿱屮母', '⿱\u4db9母')	('G', 'T')		8.0	0.0	0.0
𡶇	('⿱必山',)	('GT',)		8.0	0.0	0.0
𡶓	('⿱{33}山',)	('GT',)		8.0	0.0	0.0
𡶟	('⿱山夗',)	('T',)		8.0	0.0	0.0
𡶣	('⿳山八夊', '⿳山儿夊')	('G', 'Z')		8.0	0.0	0.0
𡶤	('⿱山用',)	('GT',)		8.0	0.0	0.0
𡶦	('⿱山丘',)	('G',)		8.0	0.0	0.0
𡶩	('⿱罒山',)	('GT',)		8.0	0.0	0.0
𡿱	('⿳一巛𡈼', '⿳一巛壬')	('GT', 'UCS2003')		8.0	0.0	0.0
𡿲	('⿱巛用',)	('T',)		8.0	0.0	0.0
𢂇	('⿳⿱一丷冖巾',)	('GT',)		8.0	0.0	0.0
